Name,#Call
.TAU_application,1
MPBT,1
ADI,251
Z_SOLVE,251
Y_SOLVE,251
Z_SOLVE_CELL,251
Y_SOLVE_CELL,251
X_SOLVE,251
X_SOLVE_CELL,251
COPY_FACES,252
COMPUTE_RHS,252
Z_BACKSUBSTITUTE,251
X_BACKSUBSTITUTE,251
Y_BACKSUBSTITUTE,251
INITIALIZE,2
EXACT_SOLUTION,1.08668E+09
ADD,251
EXACT_RHS,1
VERIFY,1
ERROR_NORM,1
MPI_Finalize(),1
LHSINIT,1
SETUP_MPI,1
MPI_Init(),1
RHS_NORM,1
LHSABINIT,753
ALLOC_SPACE,1
MPI_Comm_dup(),2
MPI_Allreduce(),2
MPI_Bcast(),6
MPI_Reduce(),1
MPI_Barrier(),2
SET_CONSTANTS,1
BTIO_CLEANUP,1
COMPUTE_BUFFER_SIZE,1
MAKE_SET,1
SETUP_BTIO,1
MPI_Comm_rank(),1
MPI_Comm_size(),1
SET_CLASS,1
