%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive,Name
100.0,0.00662,1,976,1,1,1976105,.TAU_application
100.0,1,1,976,1,658.125,1976098,CG
49.8,797,984,91,49686,10818,CONJ_GRAD
24.6,485,485,1,0,485746,MPI_Finalize()
15.4,0.029,305,1,3.125,305270,INITIALIZE_MPI
15.4,304,304,1,0,304586,MPI_Init()
10.0,10,197,1,28001,197155,MAKEA
8.8,82,174,14000,639621,12,SPRNVC
4.9,96,96,16744,0,6,MPI_Wait()
4.2,83,83,16744,0,5,MPI_Send()
3.1,61,61,426415,0,0,RANDLC
1.5,30,30,213207,0,0,ICNVRT
0.5,10,10,1,0,10447,SPARSE
0.4,8,8,16744,0,0,MPI_Irecv()
0.1,2,2,14000,0,0,VECSET
0.0,0.654,0.654,1,0,654,ALLOC_SPACE
0.0,0.578,0.578,1,0,578,MPI_Bcast()
0.0,0.157,0.157,1,0,157,MPI_Barrier()
0.0,0.0553,0.0553,0.125,0,442,CHECK_TIMER_FLAG
0.0,0.0471,0.0471,1,0,47,MPI_Reduce()
0.0,0.0234,0.0234,0.125,0,187,PRINT_RESULTS
0.0,0.0213,0.0216,1,2,22,GET_ACTIVE_NPROCS
0.0,0.00387,0.00387,1,0,4,TIMER_START
0.0,0.00137,0.00137,9,0,0,TIMER_CLEAR
0.0,0.000875,0.000875,1,0,1,TIMER_STOP
0.0,0.000375,0.000375,1,0,0,MPI_Comm_rank()
0.0,0.000375,0.000375,1,0,0,SETUP_SUBMATRIX_INFO
0.0,0.000125,0.000125,1,0,0,SETUP_PROC_INFO
0.0,0,0,1,0,0,MPI_Comm_size()
0.0,0,0,1,0,0,TIMER_READ
