Name,%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive
.TAU_application,100.0,0.0035,2,315,1,1,2315336
int_main(int_char_**),100.0,541,2,315,1,188.002,2315333
MPI_Init(),24.0,555,555,1,0,555811
MPI_Finalize(),17.9,413,413,1,0,413773
MPI_Allreduce(),15.6,361,361,15,0,24084
void_CalcKinematicsForElems(Domain,8.2,111,190,16,524288,11884
void_CommSend(Domain,6.4,5,149,49,676.922,3042
MPI_Waitall(),5.8,134,134,49,0,2737
Real_t_CalcElemVolume(const,3.7,84,84,557056,0,0
MPI_Wait(),3.1,71,71,578.922,0,124
void_CommSyncPosVel(Domain,1.8,4,42,16,174.375,2644
void_CommMonoQ(Domain,1.2,1,28,16,100,1805
void_Domain::Domain(Int_t_Index_t_Index_t_Index_t_Index_t_Int_t_Int_t_Int_t_Int_t),0.9,13,21,1,32774,21332
MPI_Isend(),0.4,9,9,578.922,0,16
void_CommSBN(Domain,0.3,1,7,17,353.547,430
MPI_Reduce(),0.1,1,1,1,0,1771
MPI_Barrier(),0.1,1,1,1,0,1496
void_CommRecv(Domain,0.0,0.153,0.709,49,627.922,14
void_Domain::BuildMesh(Int_t_Int_t_Int_t),0.0,0.557,0.557,1,0,557
MPI_Irecv(),0.0,0.535,0.535,578.922,0,1
void_Domain::CreateRegionIndexSets(Int_t_Int_t),0.0,0.444,0.446,1,1,446
void_Domain::SetupCommBuffers(Int_t),0.0,0.425,0.425,1,0,425
void_Domain::SetupElementConnectivities(Int_t),0.0,0.261,0.261,1,0,261
void_Domain::~Domain(),0.0,0.117,0.117,1,0,117
MPI_Comm_rank(),0.0,0.0706,0.0706,149,0,0
void_Domain::SetupBoundaryConditions(Int_t),0.0,0.0537,0.0537,1,0,54
void_InitMeshDecomp(Int_t_Int_t_Int_t,0.0,0.0115,0.0115,1,0,12
void_ParseCommandLineOptions(int_char_**_Int_t_cmdLineOpts,0.0,0.00152,0.00334,1,2,3
void_Domain::SetupSymmetryPlanes(Int_t),0.0,0.00267,0.00267,1,0,3
StrToInt,0.0,0.00182,0.00182,2,0,1
MPI_Comm_size(),0.0,0.000439,0.000439,1,0,0
void_VerifyAndWriteFinalOutput(Real_t_Domain,0.0,0.000182,0.000182,0.00195312,0,93
