%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive,Name
100.0,0.00725,1,780,1,1,1780178,.TAU_application
100.0,1,1,780,1,728.125,1780171,CG
46.5,662,827,101,55146,8191,CONJ_GRAD
27.5,489,489,1,0,489786,MPI_Finalize()
17.5,0.0286,312,1,3.125,312277,INITIALIZE_MPI
17.5,311,311,1,0,311683,MPI_Init()
8.4,7,148,1,28001,148752,MAKEA
7.4,61,132,14000,541041,9,SPRNVC
4.7,84,84,18584,0,5,MPI_Send()
4.0,71,71,18584,0,4,MPI_Wait()
2.6,47,47,360695,0,0,RANDLC
1.3,23,23,180347,0,0,ICNVRT
0.5,9,9,18584,0,1,MPI_Irecv()
0.4,6,6,1,0,6337,SPARSE
0.1,2,2,14000,0,0,VECSET
0.0,0.578,0.578,1,0,578,ALLOC_SPACE
0.0,0.497,0.497,1,0,498,MPI_Bcast()
0.0,0.103,0.103,1,0,103,MPI_Barrier()
0.0,0.0558,0.0558,1,0,56,MPI_Reduce()
0.0,0.0454,0.0454,0.125,0,363,CHECK_TIMER_FLAG
0.0,0.022,0.0224,1,2,22,GET_ACTIVE_NPROCS
0.0,0.0166,0.0166,0.125,0,133,PRINT_RESULTS
0.0,0.00325,0.00325,1,0,3,TIMER_START
0.0,0.00175,0.00175,9,0,0,TIMER_CLEAR
0.0,0.0005,0.0005,1,0,0,TIMER_STOP
0.0,0.00025,0.00025,1,0,0,MPI_Comm_rank()
0.0,0.00025,0.00025,1,0,0,TIMER_READ
0.0,0.000125,0.000125,1,0,0,MPI_Comm_size()
0.0,0.000125,0.000125,1,0,0,SETUP_PROC_INFO
0.0,0.000125,0.000125,1,0,0,SETUP_SUBMATRIX_INFO
