%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive,Name
100.0,0.00582,3,480,1,1,3480252,.TAU_application
100.0,0.506,3,480,1,424.004,3480246,CG
56.9,32,1,981,1,150001,1981920,MAKEA
55.6,902,1,933,75000,8.26855E+06,26,SPRNVC
19.8,688,688,5.51236E+06,0,0,RANDLC
16.6,159,576,31,31434,18594,CONJ_GRAD
15.1,0.0703,525,1,3.00391,525368,INITIALIZE_MPI
15.1,524,524,1,0,524359,MPI_Init()
11.3,394,394,1,0,394648,MPI_Finalize()
9.9,343,343,2.75618E+06,0,0,ICNVRT
8.5,294,294,10602,0,28,MPI_Wait()
3.3,115,115,10602,0,11,MPI_Send()
0.3,10,10,75000,0,0,VECSET
0.2,7,7,10602,0,1,MPI_Irecv()
0.1,4,4,1,0,4841,SPARSE
0.0,0.907,0.907,1,0,907,MPI_Bcast()
0.0,0.622,0.622,1,0,622,ALLOC_SPACE
0.0,0.36,0.36,1,0,360,MPI_Barrier()
0.0,0.1,0.1,1,0,100,MPI_Reduce()
0.0,0.028,0.0286,1,2,29,GET_ACTIVE_NPROCS
0.0,0.0205,0.0205,1,0,20,TIMER_START
0.0,0.00212,0.00212,0.00390625,0,542,CHECK_TIMER_FLAG
0.0,0.00154,0.00154,9,0,0,TIMER_CLEAR
0.0,0.000781,0.000781,1,0,1,TIMER_STOP
0.0,0.000449,0.000449,1,0,0,SETUP_SUBMATRIX_INFO
0.0,0.000438,0.000438,0.00390625,0,112,PRINT_RESULTS
0.0,0.000367,0.000367,1,0,0,MPI_Comm_size()
0.0,0.00027,0.00027,1,0,0,SETUP_PROC_INFO
0.0,0.000258,0.000258,1,0,0,MPI_Comm_rank()
0.0,0.000129,0.000129,1,0,0,TIMER_READ
