Name,#Call
.TAU_application,1
APPLU,1
SSOR,2
RHS,303
JACLD,4.96156E+07
BLTS,4.96156E+07
BUTS,4.96156E+07
JACU,4.96156E+07
SETIV,2
EXACT,8.72002E+08
ERROR,1
ERHS,1
MPI_Finalize(),1
SETBV,2
L2NORM,4
INIT_COMM,1
MPI_Init(),1
EXCHANGE_1,488824
PINTGR,1
ALLOC_SPACE,1
EXCHANGE_3,608
READ_INPUT,1
VERIFY,1
MPI_Allreduce(),10
BCAST_INPUTS,1
MPI_Bcast(),10
MPI_Barrier(),2
PROC_GRID,1
SETCOEFF,1
EXCHANGE_4,1
EXCHANGE_5,2
EXCHANGE_6,2
ISQRT2,1
MPI_Comm_rank(),1
MPI_Comm_size(),1
NEIGHBORS,1
SET_CLASS,1
SUBDOMAIN,1
