Name,%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive
.TAU_application,100.0,0.00343,4:44.444,1,1,284444603
int_main(int_char_**),100.0,3:19.452,4:44.444,1,716.003,284444600
void_CalcKinematicsForElems(Domain,17.0,28,481,48,243,64,1.34218E+08,753811
MPI_Allreduce(),8.5,24,295,24,295,63,0,385636
Real_t_CalcElemVolume(const,7.1,20,069,20,069,1.36315E+08,0,0
void_CommSend(Domain,2.5,509,7,057,193,2557.86,36568
MPI_Waitall(),2.3,6,449,6,449,193,0,33417
MPI_Wait(),0.7,2,093,2,093,2171.86,0,964
void_CommSyncPosVel(Domain,0.5,691,1,513,64,671.907,23645
void_CommSBN(Domain,0.5,169,1,341,65,1299.81,20631
void_Domain::Domain(Int_t_Index_t_Index_t_Index_t_Index_t_Int_t_Int_t_Int_t_Int_t),0.3,532,937,1,2.09716E+06,937359
MPI_Finalize(),0.3,722,722,1,0,722797
MPI_Init(),0.2,554,554,1,0,554956
void_CommMonoQ(Domain,0.1,83,183,64,393.143,2871
MPI_Isend(),0.0,98,98,2171.86,0,45
MPI_Reduce(),0.0,74,74,1,0,74041
MPI_Barrier(),0.0,60,60,1,0,60996
void_Domain::BuildMesh(Int_t_Int_t_Int_t),0.0,45,45,1,0,45400
void_Domain::CreateRegionIndexSets(Int_t_Int_t),0.0,21,21,1,1,21925
void_Domain::SetupElementConnectivities(Int_t),0.0,18,18,1,0,18975
void_Domain::SetupBoundaryConditions(Int_t),0.0,7,7,1,0,7252
void_CommRecv(Domain,0.0,1,5,193,2364.86,30
void_Domain::SetupCommBuffers(Int_t),0.0,4,4,1,0,4619
MPI_Irecv(),0.0,4,4,2171.86,0,2
void_Domain::~Domain(),0.0,1,1,1,0,1230
MPI_Comm_rank(),0.0,0.629,0.629,581,0,1
void_Domain::SetupSymmetryPlanes(Int_t),0.0,0.0305,0.0305,1,0,31
void_InitMeshDecomp(Int_t_Int_t_Int_t,0.0,0.0118,0.0118,1,0,12
void_ParseCommandLineOptions(int_char_**_Int_t_cmdLineOpts,0.0,0.00157,0.00369,1,2,4
StrToInt,0.0,0.00213,0.00213,2,0,1
MPI_Comm_size(),0.0,0.000531,0.000531,1,0,1
void_VerifyAndWriteFinalOutput(Real_t_Domain,0.0,0.000356,0.000356,0.00291545,0,122
