Name,#Call
.TAU_application,1
MPBT,1
ADI,251
Y_SOLVE,251
Z_SOLVE,251
Z_SOLVE_CELL,2510
Y_SOLVE_CELL,2510
X_SOLVE,251
X_SOLVE_CELL,2510
COPY_FACES,252
COMPUTE_RHS,252
MPI_Wait(),27108
X_BACKSUBSTITUTE,2510
Y_BACKSUBSTITUTE,2510
Z_BACKSUBSTITUTE,2510
ADD,251
MPI_Waitall(),252
INITIALIZE,2
EXACT_SOLUTION,1.10448E+07
X_UNPACK_SOLVE_INFO,2259
EXACT_RHS,1
SETUP_MPI,1
MPI_Init(),1
MPI_Finalize(),1
VERIFY,1
X_SEND_SOLVE_INFO,2259
MPI_Isend(),15066
Y_UNPACK_SOLVE_INFO,2259
Z_UNPACK_SOLVE_INFO,2259
Y_SEND_SOLVE_INFO,2259
Z_SEND_SOLVE_INFO,2259
MPI_Irecv(),15066
ERROR_NORM,1
X_SEND_BACKSUB_INFO,2259
Y_SEND_BACKSUB_INFO,2259
Z_SEND_BACKSUB_INFO,2259
Z_RECEIVE_SOLVE_INFO,2259
Z_UNPACK_BACKSUB_INFO,2259
MPI_Allreduce(),2
Y_RECEIVE_SOLVE_INFO,2259
Y_UNPACK_BACKSUB_INFO,2259
LHSINIT,1
X_UNPACK_BACKSUB_INFO,2259
RHS_NORM,1
Z_RECEIVE_BACKSUB_INFO,2259
Y_RECEIVE_BACKSUB_INFO,2259
X_RECEIVE_SOLVE_INFO,2259
LHSABINIT,7530
MPI_Barrier(),2
X_RECEIVE_BACKSUB_INFO,2259
ALLOC_SPACE,1
MPI_Comm_dup(),2
MPI_Bcast(),6
MPI_Reduce(),1
SET_CONSTANTS,1
MAKE_SET,1
COMPUTE_BUFFER_SIZE,1
MPI_Comm_size(),1
BTIO_CLEANUP,1
MPI_Comm_rank(),1
SETUP_BTIO,1
SET_CLASS,0.01
