%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive,Name
100.0,0.008,47,504,1,1,47504898,.TAU_application
100.0,8,47,504,1,325.5,47504890,CG
72.7,33,991,34,536,76,23712,454429,CONJ_GRAD
23.7,11,279,11,279,1,0,11279396,MPI_Finalize()
2.9,70,1,361,1,150001,1361656,MAKEA
2.1,477,1,012,75000,4.33185E+06,13,SPRNVC
1.0,491,491,7980,0,62,MPI_Send()
0.8,357,357,2.8879E+06,0,0,RANDLC
0.7,0.0355,317,1,3.5,317018,INITIALIZE_MPI
0.7,316,316,1,0,316438,MPI_Init()
0.6,269,269,1,0,269102,SPARSE
0.4,177,177,1.44395E+06,0,0,ICNVRT
0.1,45,45,7980,0,6,MPI_Wait()
0.0,10,10,75000,0,0,VECSET
0.0,7,7,7980,0,1,MPI_Irecv()
0.0,0.959,0.959,1,0,959,ALLOC_SPACE
0.0,0.288,0.288,1,0,288,MPI_Bcast()
0.0,0.233,0.233,0.5,0,465,CHECK_TIMER_FLAG
0.0,0.0585,0.0585,0.5,0,117,PRINT_RESULTS
0.0,0.0365,0.0365,1,0,36,TIMER_START
0.0,0.0245,0.0245,1,2,24,GET_ACTIVE_NPROCS
0.0,0.0115,0.0115,1,0,12,MPI_Reduce()
0.0,0.0065,0.0065,1,0,6,MPI_Barrier()
0.0,0.0015,0.0015,9,0,0,TIMER_CLEAR
0.0,0.001,0.001,1,0,1,TIMER_STOP
0.0,0.0005,0.0005,1,0,0,SETUP_PROC_INFO
0.0,0.0005,0.0005,1,0,0,SETUP_SUBMATRIX_INFO
0.0,0.0005,0.0005,1,0,0,TIMER_READ
0.0,0,0,1,0,0,MPI_Comm_rank()
0.0,0,0,1,0,0,MPI_Comm_size()
