%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive,Name
100.0,0.00571,1,531,1,1,1531939,.TAU_application
100.0,0.427,1,531,1,1204,1531933,CG
34.0,0.0432,521,1,3.00391,521032,INITIALIZE_MPI
34.0,520,520,1,0,520180,MPI_Init()
26.2,401,401,1,0,401191,MPI_Finalize()
24.3,73,372,91,92274,4092,CONJ_GRAD
16.0,245,245,31122,0,8,MPI_Wait()
15.4,5,235,1,28001,235503,MAKEA
14.8,106,226,14000,884640,16,SPRNVC
5.2,80,80,589761,0,0,RANDLC
3.0,45,45,31122,0,1,MPI_Send()
2.6,40,40,294880,0,0,ICNVRT
0.6,8,8,31122,0,0,MPI_Irecv()
0.1,2,2,14000,0,0,VECSET
0.1,0.78,0.78,1,0,780,MPI_Bcast()
0.0,0.628,0.628,1,0,628,MPI_Barrier()
0.0,0.493,0.493,1,0,493,SPARSE
0.0,0.11,0.11,1,0,110,MPI_Reduce()
0.0,0.0555,0.0555,1,0,56,ALLOC_SPACE
0.0,0.0307,0.0307,1,0,31,TIMER_START
0.0,0.0261,0.0266,1,2,27,GET_ACTIVE_NPROCS
0.0,0.00166,0.00166,0.00390625,0,425,CHECK_TIMER_FLAG
0.0,0.00151,0.00151,9,0,0,TIMER_CLEAR
0.0,0.000828,0.000828,1,0,1,TIMER_STOP
0.0,0.000449,0.000449,0.00390625,0,115,PRINT_RESULTS
0.0,0.000371,0.000371,1,0,0,SETUP_SUBMATRIX_INFO
0.0,0.000328,0.000328,1,0,0,MPI_Comm_size()
0.0,0.000223,0.000223,1,0,0,SETUP_PROC_INFO
0.0,0.000219,0.000219,1,0,0,MPI_Comm_rank()
0.0,0.000137,0.000137,1,0,0,TIMER_READ
