Name,%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive
.TAU_application,100.0,0.00322,8,234,1,1,8234097
int_main(int_char_**),100.0,1,741,8,234,1,188.037,8234094
MPI_Finalize(),58.6,4,822,4,822,1,0,4822844
void_CalcKinematicsForElems(Domain,7.6,367,628,16,1.76947E+06,39302
MPI_Init(),7.0,577,577,1,0,577802
Real_t_CalcElemVolume(const,3.4,278,278,1.88006E+06,0,0
MPI_Allreduce(),2.2,184,184,15,0,12319
void_CommSend(Domain,1.8,13,149,49,454.593,3044
MPI_Waitall(),1.6,134,134,49,0,2743
void_Domain::Domain(Int_t_Index_t_Index_t_Index_t_Index_t_Int_t_Int_t_Int_t_Int_t),0.7,37,60,1,110598,60159
MPI_Wait(),0.5,40,40,356.593,0,114
void_CommSBN(Domain,0.5,3,37,17,215.963,2221
void_CommSyncPosVel(Domain,0.2,12,19,16,109.63,1224
MPI_Reduce(),0.1,5,5,1,0,5455
MPI_Barrier(),0.0,3,3,1,0,3361
void_CommMonoQ(Domain,0.0,2,2,16,80,151
void_Domain::BuildMesh(Int_t_Int_t_Int_t),0.0,2,2,1,0,2238
MPI_Isend(),0.0,1,1,356.593,0,5
void_Domain::CreateRegionIndexSets(Int_t_Int_t),0.0,1,1,1,1,1286
void_Domain::SetupElementConnectivities(Int_t),0.0,1,1,1,0,1032
void_CommRecv(Domain,0.0,0.154,0.641,49,405.593,13
void_Domain::SetupCommBuffers(Int_t),0.0,0.599,0.599,1,0,599
MPI_Irecv(),0.0,0.455,0.455,356.593,0,1
void_Domain::SetupBoundaryConditions(Int_t),0.0,0.306,0.306,1,0,306
MPI_Comm_rank(),0.0,0.102,0.102,149,0,1
void_Domain::~Domain(),0.0,0.0636,0.0636,1,0,64
void_InitMeshDecomp(Int_t_Int_t_Int_t,0.0,0.0151,0.0151,1,0,15
void_Domain::SetupSymmetryPlanes(Int_t),0.0,0.00541,0.00541,1,0,5
void_VerifyAndWriteFinalOutput(Real_t_Domain,0.0,0.00522,0.00522,0.037037,0,141
void_ParseCommandLineOptions(int_char_**_Int_t_cmdLineOpts,0.0,0.00163,0.00378,1,2,4
StrToInt,0.0,0.00215,0.00215,2,0,1
MPI_Comm_size(),0.0,0.000556,0.000556,1,0,1
