%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive,Name
100.0,0.00688,1,246,1,1,1246474,.TAU_application
100.0,0.204,1,246,1,150.094,1246467,MG_MPI
71.0,885,885,1,0,885129,MPI_Finalize()
25.2,314,314,1,0,314239,MPI_Init()
3.1,0.407,38,51,1326,755,MG3P
2.7,2,34,871,14377.5,39,COMM3
1.7,20,20,4869,0,4,MPI_Wait()
1.6,2,20,4767,4767,4,TAKE3
1.4,2,16,308,308,55,RESID
1.0,1,12,306,306,42,PSINV
0.7,0.599,9,255,255,36,RPRJ3
0.5,5,6,4869,4869,1,READY
0.5,2,5,4767,4767,1,GIVE3
0.3,0.733,3,255,255,16,INTERP
0.3,3,3,4869,0,1,MPI_Send()
0.3,0.0902,3,255,306,13,COMM3_EX
0.2,0.0375,2,102,102,29,TAKE3_EX
0.2,0.241,2,2,1455.44,1006,ZRAN3
0.1,1,1,4869,0,0,MPI_Irecv()
0.1,0.934,0.934,88,0,11,MPI_Allreduce()
0.1,0.767,0.767,6,0,128,MPI_Barrier()
0.1,0.64,0.64,7,0,91,MPI_Bcast()
0.0,0.302,0.302,335.5,0,1,ZERO3
0.0,0.0493,0.22,4,8,55,NORM2U3
0.0,0.0981,0.0981,512,0,0,VRANLC
0.0,0.0416,0.0941,102,102,1,GIVE3_EX
0.0,0.0886,0.0886,2,0,44,TIMER_START
0.0,0.0879,0.0879,626.25,0,0,RANDLC
0.0,0.0507,0.0507,303.438,0,0,BUBBLE
0.0,0.0142,0.0255,6,80.25,4,POWER
0.0,0.0246,0.0253,1,2,25,GET_ACTIVE_NPROCS
0.0,0.0196,0.0196,1,0,20,ALLOC_SPACE
0.0,0.0135,0.0135,0.03125,0,431,CHECK_TIMER_FLAG
0.0,0.0103,0.0103,1,0,10,MPI_Reduce()
0.0,0.00869,0.00869,2,0,4,SETUP
0.0,0.00431,0.00431,0.03125,0,138,PRINT_RESULTS
0.0,0.00244,0.00244,17,0,0,TIMER_CLEAR
0.0,0.00112,0.00112,2,0,1,TIMER_STOP
0.0,0.000469,0.000469,1,0,0,MPI_Comm_size()
0.0,0.000219,0.000219,1,0,0,MPI_Comm_rank()
0.0,0.000219,0.000219,1.03125,0,0,TIMER_READ
