%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive,Name
100.0,0.0205,12,289,1,1,12289842,.TAU_application
100.0,0.404,12,289,1,59.5,12289821,MG_MPI
95.9,11,780,11,780,1,0,11780066,MPI_Finalize()
3.0,373,373,1,0,373176,MPI_Init()
0.6,0.114,70,5,155,14074,MG3P
0.5,46,56,37,37,1532,RESID
0.2,17,23,35,35,677,PSINV
0.2,9,23,2,33478,11634,ZRAN3
0.2,0.312,21,104,1872,205,COMM3
0.1,8,11,30,30,398,RPRJ3
0.1,9,9,624,624,15,READY
0.1,9,9,34,0,271,ZERO3
0.1,4,8,624,624,13,GIVE3
0.1,7,7,30,30,266,INTERP
0.0,5,5,16384,0,0,VRANLC
0.0,5,5,4,8,1333,NORM2U3
0.0,3,3,624,0,6,MPI_Send()
0.0,3,3,624,624,5,TAKE3
0.0,1,1,16586,0,0,RANDLC
0.0,0.931,0.931,1,0,932,ALLOC_SPACE
0.0,0.649,0.649,6,0,108,MPI_Barrier()
0.0,0.382,0.382,7,0,55,MPI_Bcast()
0.0,0.275,0.275,624,0,0,MPI_Irecv()
0.0,0.249,0.249,624,0,0,MPI_Wait()
0.0,0.247,0.247,88,0,3,MPI_Allreduce()
0.0,0.227,0.227,0.5,0,454,CHECK_TIMER_FLAG
0.0,0.0905,0.0905,0.5,0,181,PRINT_RESULTS
0.0,0.0775,0.0775,486,0,0,BUBBLE
0.0,0.0265,0.027,1,2,27,GET_ACTIVE_NPROCS
0.0,0.013,0.022,6,72,4,POWER
0.0,0.0095,0.0095,1,0,10,MPI_Reduce()
0.0,0.0085,0.0085,30,0,0,COMM3_EX
0.0,0.0075,0.0075,2,0,4,TIMER_START
0.0,0.006,0.006,2,0,3,SETUP
0.0,0.0025,0.0025,2,0,1,TIMER_STOP
0.0,0.002,0.002,17,0,0,TIMER_CLEAR
0.0,0.0005,0.0005,1,0,0,MPI_Comm_rank()
0.0,0,0,1,0,0,MPI_Comm_size()
0.0,0,0,1.5,0,0,TIMER_READ
