Name,#Call
.TAU_application,1
APPLU,1
SSOR,2
RHS,303
JACLD,2.48078E+07
BLTS,2.48078E+07
BUTS,2.48078E+07
JACU,2.48078E+07
SETIV,2
EXCHANGE_1,488824
EXACT,2.18E+08
MPI_Recv(),244412
MPI_Send(),245022
EXCHANGE_3,608
MPI_Wait(),610
ERROR,1
ERHS,1
MPI_Finalize(),1
INIT_COMM,1
MPI_Init(),1
L2NORM,4
SETBV,2
MPI_Allreduce(),10
PINTGR,1
ALLOC_SPACE,1
MPI_Irecv(),610
READ_INPUT,1
BCAST_INPUTS,1
MPI_Bcast(),10
EXCHANGE_4,1
MPI_Barrier(),2
VERIFY,0.25
EXCHANGE_5,1
EXCHANGE_6,1
PROC_GRID,1
ISQRT2,1
MPI_Comm_size(),1
SETCOEFF,1
NEIGHBORS,1
MPI_Comm_rank(),1
SET_CLASS,0.25
SUBDOMAIN,1
