%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive,Name
100.0,0.00675,2,186,1,1,2186126,.TAU_application
100.0,1,2,186,1,553.062,2186119,CG
44.5,699,973,76,41496,12809,CONJ_GRAD
24.2,529,529,1,0,529165,MPI_Finalize()
16.2,0.0305,355,1,3.0625,355142,INITIALIZE_MPI
16.2,354,354,1,0,354457,MPI_Init()
14.9,16,325,1,60001,325958,MAKEA
13.5,139,294,30000,1.18017E+06,10,SPRNVC
7.0,152,152,13984,0,11,MPI_Wait()
5.3,115,115,13984,0,8,MPI_Send()
4.7,103,103,786783,0,0,RANDLC
2.4,51,51,393391,0,0,ICNVRT
0.5,10,10,1,0,10076,SPARSE
0.3,6,6,13984,0,0,MPI_Irecv()
0.2,4,4,30000,0,0,VECSET
0.0,0.611,0.611,1,0,611,ALLOC_SPACE
0.0,0.607,0.607,1,0,607,MPI_Bcast()
0.0,0.208,0.208,1,0,208,MPI_Barrier()
0.0,0.0676,0.0676,1,0,68,MPI_Reduce()
0.0,0.0249,0.0249,0.0625,0,399,CHECK_TIMER_FLAG
0.0,0.0214,0.022,1,2,22,GET_ACTIVE_NPROCS
0.0,0.00756,0.00756,0.0625,0,121,PRINT_RESULTS
0.0,0.00325,0.00325,1,0,3,TIMER_START
0.0,0.00162,0.00162,9,0,0,TIMER_CLEAR
0.0,0.000875,0.000875,1,0,1,TIMER_STOP
0.0,0.000438,0.000438,1,0,0,MPI_Comm_rank()
0.0,0.000438,0.000438,1,0,0,SETUP_PROC_INFO
0.0,0.000438,0.000438,1,0,0,SETUP_SUBMATRIX_INFO
0.0,0.000188,0.000188,1,0,0,MPI_Comm_size()
0.0,0.000125,0.000125,1,0,0,TIMER_READ
