Name,%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive
.TAU_application,100.0,0.00346,11,074,1,1,11074764
int_main(int_char_**),100.0,4,276,11,074,1,1420,11074760
MPI_Allreduce(),25.9,2,870,2,870,127,0,22604
void_CalcKinematicsForElems(Domain,13.5,878,1,498,128,4.1943E+06,11706
void_CommSend(Domain,8.3,45,914,385,5262.8,2376
MPI_Waitall(),7.6,845,845,385,0,2197
Real_t_CalcElemVolume(const,5.7,625,625,4.22707E+06,0,0
MPI_Init(),4.9,546,546,1,0,546641
MPI_Wait(),4.3,478,478,4492.8,0,106
MPI_Finalize(),3.7,409,409,1,0,409100
void_CommSyncPosVel(Domain,2.8,31,311,128,1395,2436
void_CommMonoQ(Domain,1.4,10,157,128,800,1228
void_CommSBN(Domain,0.6,9,60,129,2682.8,473
MPI_Isend(),0.2,23,23,4492.8,0,5
void_Domain::Domain(Int_t_Index_t_Index_t_Index_t_Index_t_Int_t_Int_t_Int_t_Int_t),0.2,12,20,1,32774,20945
void_CommRecv(Domain,0.0,1,5,385,4877.8,13
MPI_Irecv(),0.0,3,3,4492.8,0,1
MPI_Reduce(),0.0,1,1,1,0,1482
MPI_Barrier(),0.0,0.84,0.84,1,0,840
void_Domain::BuildMesh(Int_t_Int_t_Int_t),0.0,0.563,0.563,1,0,563
MPI_Comm_rank(),0.0,0.544,0.544,1157,0,0
void_Domain::CreateRegionIndexSets(Int_t_Int_t),0.0,0.442,0.443,1,1,443
void_Domain::SetupCommBuffers(Int_t),0.0,0.418,0.418,1,0,418
void_Domain::SetupElementConnectivities(Int_t),0.0,0.261,0.261,1,0,261
void_Domain::~Domain(),0.0,0.116,0.116,1,0,116
void_Domain::SetupBoundaryConditions(Int_t),0.0,0.0539,0.0539,1,0,54
void_InitMeshDecomp(Int_t_Int_t_Int_t,0.0,0.0116,0.0116,1,0,12
void_ParseCommandLineOptions(int_char_**_Int_t_cmdLineOpts,0.0,0.00152,0.00336,1,2,3
void_Domain::SetupSymmetryPlanes(Int_t),0.0,0.00266,0.00266,1,0,3
StrToInt,0.0,0.00185,0.00185,2,0,1
MPI_Comm_size(),0.0,0.000451,0.000451,1,0,0
void_VerifyAndWriteFinalOutput(Real_t_Domain,0.0,0.000186,0.000186,0.00195312,0,95
