Name,%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive
.TAU_application,100.0,0.00366,2,524,1,1,2524035
int_main(int_char_**),100.0,863,2,524,1,100.016,2524032
MPI_Finalize(),19.4,490,490,1,0,490055
MPI_Init(),15.2,383,383,1,0,383654
void_CalcKinematicsForElems(Domain,12.6,187,318,8,884736,39793
void_CommSend(Domain,6.7,6,167,25,276.125,6719
MPI_Allreduce(),6.4,161,161,7,0,23061
Real_t_CalcElemVolume(const,5.9,149,149,995328,0,0
MPI_Waitall(),5.4,135,135,25,0,5436
void_Domain::Domain(Int_t_Index_t_Index_t_Index_t_Index_t_Int_t_Int_t_Int_t_Int_t),2.5,39,64,1,110598,64152
MPI_Wait(),2.5,62,62,226.125,0,275
void_CommSyncPosVel(Domain,1.4,6,35,8,66.5,4454
void_CommSBN(Domain,1.3,2,33,9,140.625,3701
MPI_Isend(),1.0,25,25,226.125,0,113
void_CommMonoQ(Domain,0.1,1,3,8,44,409
void_Domain::BuildMesh(Int_t_Int_t_Int_t),0.1,1,1,1,0,1876
MPI_Reduce(),0.1,1,1,1,0,1572
void_Domain::CreateRegionIndexSets(Int_t_Int_t),0.1,1,1,1,1,1359
void_Domain::SetupElementConnectivities(Int_t),0.0,0.898,0.898,1,0,898
void_Domain::SetupCommBuffers(Int_t),0.0,0.724,0.724,1,0,724
MPI_Barrier(),0.0,0.615,0.615,1,0,615
void_CommRecv(Domain,0.0,0.0862,0.41,25,251.125,16
MPI_Irecv(),0.0,0.308,0.308,226.125,0,1
void_Domain::SetupBoundaryConditions(Int_t),0.0,0.249,0.249,1,0,249
void_Domain::~Domain(),0.0,0.152,0.152,1,0,152
MPI_Comm_rank(),0.0,0.0493,0.0493,77,0,1
void_InitMeshDecomp(Int_t_Int_t_Int_t,0.0,0.0105,0.0105,1,0,11
void_Domain::SetupSymmetryPlanes(Int_t),0.0,0.00562,0.00562,1,0,6
void_ParseCommandLineOptions(int_char_**_Int_t_cmdLineOpts,0.0,0.00306,0.00484,1,2,5
StrToInt,0.0,0.00178,0.00178,2,0,1
void_VerifyAndWriteFinalOutput(Real_t_Domain,0.0,0.00172,0.00172,0.015625,0,110
MPI_Comm_size(),0.0,0.000562,0.000562,1,0,1
