Name,%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive
.TAU_application,100.0,0.00343,20,988,1,1,20988364
int_main(int_char_**),100.0,8,552,20,988,1,2828,20988361
MPI_Allreduce(),26.6,5,573,5,573,255,0,21856
void_CalcKinematicsForElems(Domain,14.3,1,755,2,993,256,8.38861E+06,11694
void_CommSend(Domain,8.6,91,1,808,769,10503.8,2352
MPI_Waitall(),8.0,1,678,1,678,769,0,2183
Real_t_CalcElemVolume(const,5.9,1,244,1,244,8.42138E+06,0,0
MPI_Wait(),4.5,950,950,8965.8,0,106
void_CommSyncPosVel(Domain,3.1,62,647,256,2790,2530
MPI_Init(),2.7,556,556,1,0,556951
MPI_Finalize(),2.0,413,413,1,0,413406
void_CommMonoQ(Domain,1.4,20,287,256,1600,1124
void_CommSBN(Domain,0.6,19,118,257,5344.8,460
MPI_Isend(),0.2,37,37,8965.8,0,4
void_Domain::Domain(Int_t_Index_t_Index_t_Index_t_Index_t_Int_t_Int_t_Int_t_Int_t),0.1,13,21,1,32774,21298
void_CommRecv(Domain,0.0,2,9,769,9734.8,13
MPI_Irecv(),0.0,7,7,8965.8,0,1
MPI_Barrier(),0.0,2,2,1,0,2777
MPI_Reduce(),0.0,2,2,1,0,2402
MPI_Comm_rank(),0.0,1,1,2309,0,0
void_Domain::BuildMesh(Int_t_Int_t_Int_t),0.0,0.555,0.555,1,0,555
void_Domain::CreateRegionIndexSets(Int_t_Int_t),0.0,0.446,0.447,1,1,447
void_Domain::SetupCommBuffers(Int_t),0.0,0.425,0.425,1,0,425
void_Domain::SetupElementConnectivities(Int_t),0.0,0.261,0.261,1,0,261
void_Domain::~Domain(),0.0,0.116,0.116,1,0,116
void_Domain::SetupBoundaryConditions(Int_t),0.0,0.0542,0.0542,1,0,54
void_InitMeshDecomp(Int_t_Int_t_Int_t,0.0,0.0113,0.0113,1,0,11
void_ParseCommandLineOptions(int_char_**_Int_t_cmdLineOpts,0.0,0.0015,0.00337,1,2,3
void_Domain::SetupSymmetryPlanes(Int_t),0.0,0.00266,0.00266,1,0,3
StrToInt,0.0,0.00187,0.00187,2,0,1
MPI_Comm_size(),0.0,0.000418,0.000418,1,0,0
void_VerifyAndWriteFinalOutput(Real_t_Domain,0.0,0.000164,0.000164,0.00195312,0,84
