Name,%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive
.TAU_application,100.0,0.0035,7,826,1,1,7826440
int_main(int_char_**),100.0,984,7,826,1,364.125,7826437
MPI_Finalize(),75.3,5,895,5,895,1,0,5895271
MPI_Init(),5.0,388,388,1,0,388813
void_CalcKinematicsForElems(Domain,4.7,218,371,32,1.04858E+06,11609
Real_t_CalcElemVolume(const,2.0,157,157,1.08134E+06,0,0
MPI_Allreduce(),1.9,146,146,31,0,4712
void_CommSend(Domain,0.2,5,16,97,633,167
void_Domain::Domain(Int_t_Index_t_Index_t_Index_t_Index_t_Int_t_Int_t_Int_t_Int_t),0.2,9,15,1,32774,15646
MPI_Waitall(),0.1,9,9,97,0,101
void_CommSyncPosVel(Domain,0.1,2,4,32,144,135
void_CommMonoQ(Domain,0.0,1,1,32,128,54
MPI_Wait(),0.0,1,1,439,0,4
MPI_Isend(),0.0,1,1,439,0,3
void_CommSBN(Domain,0.0,1,1,33,264,36
void_CommRecv(Domain,0.0,0.182,0.589,97,536,6
void_Domain::BuildMesh(Int_t_Int_t_Int_t),0.0,0.514,0.514,1,0,514
MPI_Irecv(),0.0,0.375,0.375,439,0,1
void_Domain::CreateRegionIndexSets(Int_t_Int_t),0.0,0.362,0.363,1,1,363
void_Domain::SetupElementConnectivities(Int_t),0.0,0.263,0.263,1,0,263
void_Domain::SetupCommBuffers(Int_t),0.0,0.192,0.192,1,0,192
MPI_Comm_rank(),0.0,0.101,0.101,293,0,0
MPI_Reduce(),0.0,0.0681,0.0681,1,0,68
MPI_Barrier(),0.0,0.0446,0.0446,1,0,45
void_Domain::SetupBoundaryConditions(Int_t),0.0,0.0361,0.0361,1,0,36
void_InitMeshDecomp(Int_t_Int_t_Int_t,0.0,0.0136,0.0136,1,0,14
void_VerifyAndWriteFinalOutput(Real_t_Domain,0.0,0.0129,0.0129,0.125,0,103
void_ParseCommandLineOptions(int_char_**_Int_t_cmdLineOpts,0.0,0.00175,0.004,1,2,4
void_Domain::SetupSymmetryPlanes(Int_t),0.0,0.0025,0.0025,1,0,2
StrToInt,0.0,0.00225,0.00225,2,0,1
void_Domain::~Domain(),0.0,0.00225,0.00225,1,0,2
MPI_Comm_size(),0.0,0.0005,0.0005,1,0,0
