%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive,Name
100.0,0.007,1,897,1,1,1897374,.TAU_application
100.0,1,1,897,1,728.125,1897367,CG
48.4,676,918,101,55146,9091,CONJ_GRAD
26.1,494,494,1,0,494331,MPI_Finalize()
16.9,0.0302,321,1,3.125,321569,INITIALIZE_MPI
16.9,321,321,1,0,321056,MPI_Init()
8.5,8,161,1,28001,161265,MAKEA
7.6,68,144,14000,541041,10,SPRNVC
7.2,135,135,18584,0,7,MPI_Wait()
5.1,96,96,18584,0,5,MPI_Send()
2.7,50,50,360695,0,0,RANDLC
1.3,25,25,180347,0,0,ICNVRT
0.5,9,9,18584,0,1,MPI_Irecv()
0.4,6,6,1,0,6704,SPARSE
0.1,2,2,14000,0,0,VECSET
0.0,0.575,0.575,1,0,575,ALLOC_SPACE
0.0,0.415,0.415,1,0,415,MPI_Bcast()
0.0,0.12,0.12,1,0,120,MPI_Barrier()
0.0,0.0483,0.0483,1,0,48,MPI_Reduce()
0.0,0.0436,0.0436,0.125,0,349,CHECK_TIMER_FLAG
0.0,0.0234,0.0239,1,2,24,GET_ACTIVE_NPROCS
0.0,0.0177,0.0177,0.125,0,142,PRINT_RESULTS
0.0,0.00313,0.00313,1,0,3,TIMER_START
0.0,0.00175,0.00175,9,0,0,TIMER_CLEAR
0.0,0.000875,0.000875,1,0,1,TIMER_STOP
0.0,0.000625,0.000625,1,0,1,SETUP_SUBMATRIX_INFO
0.0,0.0005,0.0005,1,0,0,SETUP_PROC_INFO
0.0,0.00025,0.00025,1,0,0,MPI_Comm_rank()
0.0,0.00025,0.00025,1,0,0,MPI_Comm_size()
0.0,0.000125,0.000125,1,0,0,TIMER_READ
