Name,%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive
.TAU_application,100.0,0.00363,3,129,1,1,3129935
int_main(int_char_**),100.0,854,3,129,1,100.002,3129932
MPI_Init(),18.2,569,569,1,0,569967
MPI_Allreduce(),15.2,476,476,7,0,68133
MPI_Finalize(),14.1,440,440,1,0,440108
void_CalcKinematicsForElems(Domain,10.2,187,318,8,884736,39792
void_CommSend(Domain,8.3,7,261,25,349.359,10443
MPI_Waitall(),7.3,230,230,25,0,9201
Real_t_CalcElemVolume(const,4.8,151,151,995328,0,0
MPI_Wait(),3.8,117,117,299.359,0,392
void_CommSyncPosVel(Domain,2.3,8,71,8,87.1875,8973
void_Domain::Domain(Int_t_Index_t_Index_t_Index_t_Index_t_Int_t_Int_t_Int_t_Int_t),2.2,42,68,1,110598,68431
void_CommSBN(Domain,1.3,2,40,9,187.172,4494
MPI_Isend(),0.8,23,23,299.359,0,79
void_CommMonoQ(Domain,0.5,1,17,8,50,2135
MPI_Reduce(),0.2,7,7,1,0,7262
MPI_Barrier(),0.1,2,2,1,0,2934
void_Domain::BuildMesh(Int_t_Int_t_Int_t),0.1,1,1,1,0,1909
void_Domain::CreateRegionIndexSets(Int_t_Int_t),0.0,1,1,1,1,1406
void_Domain::SetupElementConnectivities(Int_t),0.0,0.899,0.899,1,0,899
void_Domain::SetupCommBuffers(Int_t),0.0,0.879,0.879,1,0,879
void_CommRecv(Domain,0.0,0.0922,0.485,25,324.359,19
MPI_Irecv(),0.0,0.379,0.379,299.359,0,1
void_Domain::SetupBoundaryConditions(Int_t),0.0,0.267,0.267,1,0,267
void_Domain::~Domain(),0.0,0.168,0.168,1,0,168
MPI_Comm_rank(),0.0,0.0486,0.0486,77,0,1
void_InitMeshDecomp(Int_t_Int_t_Int_t,0.0,0.0114,0.0114,1,0,11
void_Domain::SetupSymmetryPlanes(Int_t),0.0,0.00519,0.00519,1,0,5
void_ParseCommandLineOptions(int_char_**_Int_t_cmdLineOpts,0.0,0.00144,0.00335,1,2,3
StrToInt,0.0,0.00191,0.00191,2,0,1
MPI_Comm_size(),0.0,0.000465,0.000465,1,0,0
void_VerifyAndWriteFinalOutput(Real_t_Domain,0.0,0.000172,0.000172,0.00195312,0,88
