%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive,Name
100.0,0.00775,1,750,1,1,1750916,.TAU_application
100.0,1,1,750,1,728.125,1750908,CG
45.5,655,796,101,55146,7883,CONJ_GRAD
27.7,484,484,1,0,484899,MPI_Finalize()
17.2,0.0276,301,1,3.125,301006,INITIALIZE_MPI
17.2,300,300,1,0,300470,MPI_Init()
9.5,8,166,1,28001,166672,MAKEA
8.6,71,149,14000,541041,11,SPRNVC
4.0,69,69,18584,0,4,MPI_Send()
3.7,64,64,18584,0,3,MPI_Wait()
3.0,52,52,360695,0,0,RANDLC
1.5,26,26,180347,0,0,ICNVRT
0.4,6,6,18584,0,0,MPI_Irecv()
0.3,5,5,1,0,5829,SPARSE
0.1,2,2,14000,0,0,VECSET
0.0,0.636,0.636,1,0,636,ALLOC_SPACE
0.0,0.44,0.44,1,0,440,MPI_Bcast()
0.0,0.121,0.121,1,0,121,MPI_Barrier()
0.0,0.0527,0.0527,1,0,53,MPI_Reduce()
0.0,0.0447,0.0447,0.125,0,358,CHECK_TIMER_FLAG
0.0,0.0227,0.0232,1,2,23,GET_ACTIVE_NPROCS
0.0,0.0158,0.0158,0.125,0,126,PRINT_RESULTS
0.0,0.00325,0.00325,1,0,3,TIMER_START
0.0,0.00175,0.00175,9,0,0,TIMER_CLEAR
0.0,0.00075,0.00075,1,0,1,TIMER_STOP
0.0,0.0005,0.0005,1,0,0,SETUP_PROC_INFO
0.0,0.0005,0.0005,1,0,0,SETUP_SUBMATRIX_INFO
0.0,0.000375,0.000375,1,0,0,MPI_Comm_size()
0.0,0.000125,0.000125,1,0,0,MPI_Comm_rank()
0.0,0.000125,0.000125,1,0,0,TIMER_READ
