Name,%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive
.TAU_application,100.0,0.00347,33,100,1,1,33100517
int_main(int_char_**),100.0,18,641,33,100,1,716.005,33100513
void_CalcKinematicsForElems(Domain,18.1,3,526,5,999,64,1.67772E+07,93741
MPI_Allreduce(),12.2,4,026,4,026,63,0,63919
Real_t_CalcElemVolume(const,7.6,2,513,2,513,1.70394E+07,0,0
void_CommSend(Domain,7.1,105,2,351,193,2448.41,12185
MPI_Waitall(),6.6,2,195,2,195,193,0,11375
MPI_Wait(),2.6,850,850,2062.41,0,413
void_CommSyncPosVel(Domain,1.7,135,554,64,638.815,8667
MPI_Finalize(),1.4,452,452,1,0,452698
void_CommSBN(Domain,1.3,34,436,65,1232.59,6716
MPI_Init(),1.2,409,409,1,0,409984
void_Domain::Domain(Int_t_Index_t_Index_t_Index_t_Index_t_Int_t_Int_t_Int_t_Int_t),0.4,89,141,1,262150,141829
void_CommMonoQ(Domain,0.2,22,52,64,384,824
MPI_Isend(),0.2,50,50,2062.41,0,24
MPI_Barrier(),0.1,20,20,1,0,20702
MPI_Reduce(),0.0,8,8,1,0,8034
void_Domain::BuildMesh(Int_t_Int_t_Int_t),0.0,4,4,1,0,4243
void_CommRecv(Domain,0.0,0.756,3,193,2255.41,19
void_Domain::CreateRegionIndexSets(Int_t_Int_t),0.0,3,3,1,1,3230
MPI_Irecv(),0.0,2,2,2062.41,0,1
void_Domain::SetupElementConnectivities(Int_t),0.0,2,2,1,0,2030
void_Domain::SetupCommBuffers(Int_t),0.0,1,1,1,0,1219
void_Domain::SetupBoundaryConditions(Int_t),0.0,0.946,0.946,1,0,946
MPI_Comm_rank(),0.0,0.444,0.444,581,0,1
void_Domain::~Domain(),0.0,0.289,0.289,1,0,289
void_InitMeshDecomp(Int_t_Int_t_Int_t,0.0,0.0105,0.0105,1,0,10
void_Domain::SetupSymmetryPlanes(Int_t),0.0,0.00881,0.00881,1,0,9
void_ParseCommandLineOptions(int_char_**_Int_t_cmdLineOpts,0.0,0.00167,0.00355,1,2,4
StrToInt,0.0,0.00188,0.00188,2,0,1
MPI_Comm_size(),0.0,0.000463,0.000463,1,0,0
void_VerifyAndWriteFinalOutput(Real_t_Domain,0.0,0.000417,0.000417,0.00462963,0,90
