%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive,Name
100.0,0.0324,1,077,1,1,1077658,.TAU_application
100.0,0.262,1,077,1,70.0117,1077625,MG_MPI
49.9,538,538,1,0,538221,MPI_Init()
48.1,518,518,1,0,518886,MPI_Finalize()
1.1,0.131,11,11,341,1029,MG3P
0.9,0.551,9,224,3248.94,42,COMM3
0.6,6,6,1111.62,0,5,MPI_Wait()
0.5,0.575,5,1067.62,1067.62,5,TAKE3
0.4,0.792,4,79,79,58,RESID
0.3,0.401,3,2,1462.27,1798,ZRAN3
0.3,0.402,3,77,77,41,PSINV
0.3,0.162,2,66,66,41,RPRJ3
0.2,2,2,6,0,430,MPI_Barrier()
0.2,0.583,2,1067.62,1067.62,2,GIVE3
0.2,0.214,2,66,66,31,INTERP
0.2,0.0407,1,66,132,28,COMM3_EX
0.2,1,1,88,0,21,MPI_Allreduce()
0.2,1,1,1111.62,1111.62,2,READY
0.2,1,1,1111.62,0,2,MPI_Send()
0.2,0.0195,1,44,44,37,TAKE3_EX
0.2,1,1,7,0,233,MPI_Bcast()
0.0,0.419,0.419,1111.62,0,0,MPI_Irecv()
0.0,0.0578,0.326,4,8,82,NORM2U3
0.0,0.229,0.229,2,0,114,TIMER_START
0.0,0.186,0.186,116.062,0,2,ZERO3
0.0,0.114,0.114,512,0,0,VRANLC
0.0,0.106,0.106,642.844,0,0,RANDLC
0.0,0.0193,0.0925,44,44,2,GIVE3_EX
0.0,0.0586,0.0586,310.266,0,0,BUBBLE
0.0,0.0171,0.0328,6,96.8438,5,POWER
0.0,0.0316,0.0322,1,2,32,GET_ACTIVE_NPROCS
0.0,0.0252,0.0252,1,0,25,ALLOC_SPACE
0.0,0.0151,0.0151,2,0,8,SETUP
0.0,0.00858,0.00858,1,0,9,MPI_Reduce()
0.0,0.00281,0.00281,17,0,0,TIMER_CLEAR
0.0,0.00163,0.00163,0.00390625,0,417,CHECK_TIMER_FLAG
0.0,0.000926,0.000926,2,0,0,TIMER_STOP
0.0,0.000523,0.000523,0.00390625,0,134,PRINT_RESULTS
0.0,0.00034,0.00034,1,0,0,MPI_Comm_size()
0.0,0.000238,0.000238,1,0,0,MPI_Comm_rank()
0.0,0.000184,0.000184,1.00391,0,0,TIMER_READ
