Name,%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive
.TAU_application,100.0,0.00363,29,979,1,1,29979405
int_main(int_char_**),100.0,13,634,29,979,1,1420,29979401
MPI_Allreduce(),19.1,5,729,5,729,127,0,45114
void_CalcKinematicsForElems(Domain,16.8,2,946,5,043,128,1.41558E+07,39405
void_CommSend(Domain,10.6,112,3,175,385,4876.85,8249
MPI_Waitall(),10.1,3,022,3,022,385,0,7852
Real_t_CalcElemVolume(const,7.1,2,118,2,118,1.42664E+07,0,0
MPI_Wait(),4.1,1,222,1,222,4106.85,0,298
void_CommSyncPosVel(Domain,2.9,125,880,128,1277.63,6879
MPI_Finalize(),1.6,482,482,1,0,482578
MPI_Init(),1.4,427,427,1,0,427211
void_CommSBN(Domain,1.4,32,406,129,2446.22,3148
void_CommMonoQ(Domain,0.4,22,116,128,768,914
void_Domain::Domain(Int_t_Index_t_Index_t_Index_t_Index_t_Int_t_Int_t_Int_t_Int_t),0.2,42,68,1,110598,68626
MPI_Isend(),0.1,40,40,4106.85,0,10
MPI_Reduce(),0.0,6,6,1,0,6718
void_CommRecv(Domain,0.0,1,5,385,4491.85,16
MPI_Irecv(),0.0,4,4,4106.85,0,1
void_Domain::BuildMesh(Int_t_Int_t_Int_t),0.0,1,1,1,0,1926
void_Domain::CreateRegionIndexSets(Int_t_Int_t),0.0,1,1,1,1,1396
MPI_Barrier(),0.0,1,1,1,0,1070
void_Domain::SetupElementConnectivities(Int_t),0.0,0.908,0.908,1,0,908
void_Domain::SetupCommBuffers(Int_t),0.0,0.834,0.834,1,0,834
MPI_Comm_rank(),0.0,0.763,0.763,1157,0,1
void_Domain::SetupBoundaryConditions(Int_t),0.0,0.276,0.276,1,0,276
void_Domain::~Domain(),0.0,0.161,0.161,1,0,161
void_InitMeshDecomp(Int_t_Int_t_Int_t,0.0,0.011,0.011,1,0,11
void_Domain::SetupSymmetryPlanes(Int_t),0.0,0.00529,0.00529,1,0,5
void_ParseCommandLineOptions(int_char_**_Int_t_cmdLineOpts,0.0,0.0016,0.00347,1,2,3
StrToInt,0.0,0.00187,0.00187,2,0,1
void_VerifyAndWriteFinalOutput(Real_t_Domain,0.0,0.000569,0.000569,0.00462963,0,123
MPI_Comm_size(),0.0,0.000431,0.000431,1,0,0
