Name,%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive
.TAU_application,100.0,0.0039,1,399,1,1,1399073
int_main(int_char_**),100.0,125,1,399,1,364.002,1399069
MPI_Init(),46.1,644,644,1,0,644882
MPI_Finalize(),29.2,407,407,1,0,407854
MPI_Allreduce(),7.6,106,106,31,0,3444
void_CalcKinematicsForElems(Domain,3.6,29,50,32,131072,1583
void_CommSend(Domain,2.8,2,39,97,1332.05,406
MPI_Waitall(),2.3,32,32,97,0,335
Real_t_CalcElemVolume(const,1.5,21,21,135168,0,0
MPI_Wait(),1.2,16,16,1138.05,0,15
void_CommSyncPosVel(Domain,0.6,1,9,32,348.75,284
void_CommMonoQ(Domain,0.5,0.51,6,32,200,218
MPI_Isend(),0.3,4,4,1138.05,0,4
void_CommSBN(Domain,0.2,0.632,2,33,686.297,90
void_Domain::Domain(Int_t_Index_t_Index_t_Index_t_Index_t_Int_t_Int_t_Int_t_Int_t),0.2,1,2,1,4102,2640
MPI_Barrier(),0.1,0.883,0.883,1,0,883
void_CommRecv(Domain,0.1,0.23,0.74,97,1235.05,8
MPI_Irecv(),0.0,0.49,0.49,1138.05,0,0
MPI_Reduce(),0.0,0.425,0.425,1,0,425
void_Domain::SetupCommBuffers(Int_t),0.0,0.126,0.126,1,0,126
MPI_Comm_rank(),0.0,0.0741,0.0741,293,0,0
void_Domain::CreateRegionIndexSets(Int_t_Int_t),0.0,0.0595,0.0599,1,1,60
void_Domain::BuildMesh(Int_t_Int_t_Int_t),0.0,0.0366,0.0366,1,0,37
void_Domain::SetupElementConnectivities(Int_t),0.0,0.0269,0.0269,1,0,27
void_InitMeshDecomp(Int_t_Int_t_Int_t,0.0,0.0117,0.0117,1,0,12
void_Domain::SetupBoundaryConditions(Int_t),0.0,0.00798,0.00798,1,0,8
void_ParseCommandLineOptions(int_char_**_Int_t_cmdLineOpts,0.0,0.00144,0.00332,1,2,3
StrToInt,0.0,0.00188,0.00188,2,0,1
void_Domain::~Domain(),0.0,0.00171,0.00171,1,0,2
void_Domain::SetupSymmetryPlanes(Int_t),0.0,0.00101,0.00101,1,0,1
MPI_Comm_size(),0.0,0.000449,0.000449,1,0,0
void_VerifyAndWriteFinalOutput(Real_t_Domain,0.0,0.000209,0.000209,0.00195312,0,107
