"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.029","1,249","1","1",".TAU_application"
"100.0","0.128","1,249","1","70.0938","MG_MPI"
"70.1","875","875","1","0","MPI_Finalize()"
"26.5","331","331","1","0","MPI_Init()"
"2.3","0.129","28","11","341","MG3P"
"2.0","0.595","24","224","3751.5","COMM3"
"1.4","5","17","79","79","RESID"
"1.0","1","12","1245","1245","TAKE3"
"0.9","11","11","1267","0","MPI_Wait()"
"0.8","2","10","77","77","PSINV"
"0.5","1","6","1245","1245","GIVE3"
"0.5","0.93","5","66","66","RPRJ3"
"0.5","5","5","1267","0","MPI_Send()"
"0.4","4","5","1267","1267","READY"
"0.4","0.931","5","2","4649.69","ZRAN3"
"0.2","1","2","66","66","INTERP"
"0.1","1","1","6","0","MPI_Barrier()"
"0.1","1","1","88","0","MPI_Allreduce()"
"0.1","0.0274","1","66","66","COMM3_EX"
"0.1","0.991","0.991","86.5","0","ZERO3"
"0.1","0.0101","0.884","22","22","TAKE3_EX"
"0.1","0.349","0.785","4","8","NORM2U3"
"0.1","0.72","0.72","7","0","MPI_Bcast()"
"0.0","0.624","0.624","1267","0","MPI_Irecv()"
"0.0","0.526","0.526","2048","0","VRANLC"
"0.0","0.334","0.334","2205.56","0","RANDLC"
"0.0","0.0669","0.0669","393.688","0","BUBBLE"
"0.0","0.0303","0.0308","1","2","GET_ACTIVE_NPROCS"
"0.0","0.0171","0.0308","6","91.5625","POWER"
"0.0","0.0279","0.0279","1","0","ALLOC_SPACE"
"0.0","0.0245","0.0245","2","0","TIMER_START"
"0.0","0.00912","0.0213","22","22","GIVE3_EX"
"0.0","0.0139","0.0139","0.03125","0","CHECK_TIMER_FLAG"
"0.0","0.0118","0.0118","1","0","MPI_Reduce()"
"0.0","0.00756","0.00756","2","0","SETUP"
"0.0","0.00506","0.00506","0.03125","0","PRINT_RESULTS"
"0.0","0.00275","0.00275","17","0","TIMER_CLEAR"
"0.0","0.00116","0.00116","2","0","TIMER_STOP"
"0.0","0.000313","0.000313","1","0","MPI_Comm_size()"
"0.0","0.000219","0.000219","1","0","MPI_Comm_rank()"
"0.0","0","0","1.03125","0","TIMER_READ"
