%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive,Name
100.0,0.01,1,317,1,1,1317703,.TAU_application
100.0,0.146,1,317,1,58.1875,1317693,MG_MPI
68.5,902,902,1,0,902026,MPI_Finalize()
31.1,409,409,1,0,409814,MPI_Init()
0.2,0.204,2,74,1247,38,COMM3
0.2,0.0431,2,5,105,535,MG3P
0.1,0.2,1,414,414,4,TAKE3
0.1,1,1,419,0,3,MPI_Wait()
0.1,0.178,1,2,869.125,684,ZRAN3
0.1,0.123,1,27,27,46,RESID
0.1,0.0576,0.932,25,25,37,PSINV
0.1,0.194,0.773,414,414,2,GIVE3
0.1,0.715,0.715,88,0,8,MPI_Allreduce()
0.0,0.658,0.658,7,0,94,MPI_Bcast()
0.0,0.028,0.626,20,20,31,RPRJ3
0.0,0.581,0.581,419,0,1,MPI_Send()
0.0,0.543,0.543,6,0,90,MPI_Barrier()
0.0,0.241,0.38,419,419,1,READY
0.0,0.0426,0.21,20,20,10,INTERP
0.0,0.0133,0.167,20,15,8,COMM3_EX
0.0,0.002,0.144,5,5,29,TAKE3_EX
0.0,0.14,0.14,419,0,0,MPI_Irecv()
0.0,0.0176,0.116,4,8,29,NORM2U3
0.0,0.0537,0.0537,341.125,0,0,RANDLC
0.0,0.0534,0.0534,29,0,2,ZERO3
0.0,0.05,0.05,256,0,0,VRANLC
0.0,0.0421,0.0421,245.125,0,0,BUBBLE
0.0,0.0261,0.027,1,2,27,GET_ACTIVE_NPROCS
0.0,0.0267,0.0267,0.0625,0,428,CHECK_TIMER_FLAG
0.0,0.0119,0.0229,6,67.125,4,POWER
0.0,0.0204,0.0204,1,0,20,ALLOC_SPACE
0.0,0.0152,0.0152,2,0,8,TIMER_START
0.0,0.0112,0.0112,0.0625,0,179,PRINT_RESULTS
0.0,0.00806,0.00806,1,0,8,MPI_Reduce()
0.0,0.00325,0.00569,5,5,1,GIVE3_EX
0.0,0.00537,0.00537,2,0,3,SETUP
0.0,0.00325,0.00325,17,0,0,TIMER_CLEAR
0.0,0.00075,0.00075,2,0,0,TIMER_STOP
0.0,0.000562,0.000562,1,0,1,MPI_Comm_rank()
0.0,0.000375,0.000375,1,0,0,MPI_Comm_size()
0.0,0.000125,0.000125,1.0625,0,0,TIMER_READ
