%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive,Name
100.0,0.0251,1,241,1,1,1241484,.TAU_application
100.0,0.201,1,241,1,90.0938,1241459,MG_MPI
68.5,849,849,1,0,849851,MPI_Finalize()
25.8,320,320,1,0,320879,MPI_Init()
4.1,0.245,51,21,651,2445,MG3P
3.4,1,41,424,7096.5,98,COMM3
2.4,10,29,149,149,199,RESID
1.5,5,18,147,147,123,PSINV
1.4,2,17,2355,2355,7,TAKE3
1.3,16,16,2397,0,7,MPI_Wait()
1.0,2,12,2355,2355,5,GIVE3
0.9,10,10,2397,0,4,MPI_Send()
0.9,9,10,2397,2397,4,READY
0.8,1,10,126,126,81,RPRJ3
0.4,0.949,5,2,4649.69,2685,ZRAN3
0.3,1,3,126,126,31,INTERP
0.2,0.0514,2,126,126,16,COMM3_EX
0.1,0.0203,1,42,42,41,TAKE3_EX
0.1,1,1,6,0,265,MPI_Barrier()
0.1,1,1,88,0,16,MPI_Allreduce()
0.1,1,1,2397,0,1,MPI_Irecv()
0.1,1,1,161.5,0,7,ZERO3
0.1,0.366,0.934,4,8,233,NORM2U3
0.1,0.742,0.742,7,0,106,MPI_Bcast()
0.0,0.519,0.519,2048,0,0,VRANLC
0.0,0.343,0.343,2205.56,0,0,RANDLC
0.0,0.105,0.105,2,0,52,TIMER_START
0.0,0.0691,0.0691,393.688,0,0,BUBBLE
0.0,0.0172,0.0377,42,42,1,GIVE3_EX
0.0,0.0169,0.0305,6,91.5625,5,POWER
0.0,0.0296,0.0302,1,2,30,GET_ACTIVE_NPROCS
0.0,0.027,0.027,1,0,27,ALLOC_SPACE
0.0,0.0154,0.0154,0.03125,0,493,CHECK_TIMER_FLAG
0.0,0.012,0.012,1,0,12,MPI_Reduce()
0.0,0.00887,0.00887,2,0,4,SETUP
0.0,0.00497,0.00497,0.03125,0,159,PRINT_RESULTS
0.0,0.00294,0.00294,17,0,0,TIMER_CLEAR
0.0,0.00141,0.00141,2,0,1,TIMER_STOP
0.0,0.000469,0.000469,1,0,0,MPI_Comm_size()
0.0,0.000188,0.000188,1,0,0,MPI_Comm_rank()
0.0,9.38E-05,9.38E-05,1.03125,0,0,TIMER_READ
