Name,%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive
.TAU_application,100.0,0.00344,18:32.852,1,1,1112852968
int_main(int_char_**),100.0,13:32.919,18:32.852,1,2828.04,1112852964
void_CalcKinematicsForElems(Domain,17.2,1:52.906,3:11.870,256,5.36871E+08,749492
Real_t_CalcElemVolume(const,7.1,1:19.270,1:19.270,5.38968E+08,0,0
MPI_Allreduce(),6.7,1:15.101,1:15.101,255,0,294518
void_CommSend(Domain,1.8,1,574,19,773,769,7067.93,25713
MPI_Waitall(),1.6,18,151,18,151,769,0,23604
MPI_Finalize(),0.5,5,099,5,099,1,0,5099130
MPI_Wait(),0.3,3,692,3,692,5529.93,0,668
void_CommSBN(Domain,0.3,601,3,505,257,3264.85,13638
void_CommSyncPosVel(Domain,0.2,1,957,2,736,256,1754.07,10691
void_Domain::Domain(Int_t_Index_t_Index_t_Index_t_Index_t_Int_t_Int_t_Int_t_Int_t),0.1,515,926,1,2.09716E+06,926100
MPI_Init(),0.0,549,549,1,0,549300
void_CommMonoQ(Domain,0.0,279,288,256,1280,1129
MPI_Reduce(),0.0,64,64,1,0,64083
void_Domain::BuildMesh(Int_t_Int_t_Int_t),0.0,53,53,1,0,53280
MPI_Isend(),0.0,46,46,5529.93,0,8
void_Domain::CreateRegionIndexSets(Int_t_Int_t),0.0,21,21,1,1,21702
void_Domain::SetupElementConnectivities(Int_t),0.0,19,19,1,0,19815
void_CommRecv(Domain,0.0,4,14,769,6298.93,19
MPI_Irecv(),0.0,9,9,5529.93,0,2
void_Domain::SetupBoundaryConditions(Int_t),0.0,6,6,1,0,6254
void_Domain::SetupCommBuffers(Int_t),0.0,3,3,1,0,3144
MPI_Barrier(),0.0,2,2,1,0,2999
MPI_Comm_rank(),0.0,2,2,2309,0,1
void_Domain::~Domain(),0.0,0.967,0.967,1,0,967
void_Domain::SetupSymmetryPlanes(Int_t),0.0,0.0455,0.0455,1,0,45
void_InitMeshDecomp(Int_t_Int_t_Int_t,0.0,0.0133,0.0133,1,0,13
void_VerifyAndWriteFinalOutput(Real_t_Domain,0.0,0.0047,0.0047,0.037037,0,127
void_ParseCommandLineOptions(int_char_**_Int_t_cmdLineOpts,0.0,0.00174,0.00367,1,2,4
StrToInt,0.0,0.00193,0.00193,2,0,1
MPI_Comm_size(),0.0,0.000407,0.000407,1,0,0
