Name,%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive
.TAU_application,100.0,0.00362,19:24.709,1,1,1164709287
int_main(int_char_**),100.0,13:14.524,19:24.709,1,2828,1164709284
void_CalcKinematicsForElems(Domain,16.7,1:54.621,3:14.041,256,5.36871E+08,757976
MPI_Allreduce(),9.9,1:55.805,1:55.805,255,0,454140
Real_t_CalcElemVolume(const,6.8,1:19.727,1:19.727,5.38968E+08,0,0
void_CommSend(Domain,3.3,1,753,38,501,769,9733.74,50067
MPI_Waitall(),3.1,36,535,36,535,769,0,47510
MPI_Wait(),1.4,15,914,15,914,8195.74,0,1942
void_CommSBN(Domain,0.8,615,9,041,257,4873.48,35182
void_CommSyncPosVel(Domain,0.7,2,562,8,301,256,2555.26,32428
void_CommMonoQ(Domain,0.2,323,2,073,256,1536,8098
void_Domain::Domain(Int_t_Index_t_Index_t_Index_t_Index_t_Int_t_Int_t_Int_t_Int_t),0.1,529,932,1,2.09716E+06,932690
MPI_Finalize(),0.1,897,897,1,0,897130
MPI_Init(),0.0,454,454,1,0,454966
MPI_Isend(),0.0,211,211,8195.74,0,26
MPI_Reduce(),0.0,69,69,1,0,69199
void_Domain::BuildMesh(Int_t_Int_t_Int_t),0.0,44,44,1,0,44648
MPI_Barrier(),0.0,41,41,1,0,41703
void_CommRecv(Domain,0.0,3,22,769,8964.74,29
void_Domain::CreateRegionIndexSets(Int_t_Int_t),0.0,21,21,1,1,21663
void_Domain::SetupElementConnectivities(Int_t),0.0,18,18,1,0,18683
MPI_Irecv(),0.0,17,17,8195.74,0,2
void_Domain::SetupBoundaryConditions(Int_t),0.0,6,6,1,0,6805
void_Domain::SetupCommBuffers(Int_t),0.0,4,4,1,0,4416
MPI_Comm_rank(),0.0,2,2,2309,0,1
void_Domain::~Domain(),0.0,1,1,1,0,1219
void_Domain::SetupSymmetryPlanes(Int_t),0.0,0.0329,0.0329,1,0,33
void_InitMeshDecomp(Int_t_Int_t_Int_t,0.0,0.0106,0.0106,1,0,11
void_ParseCommandLineOptions(int_char_**_Int_t_cmdLineOpts,0.0,0.00159,0.00363,1,2,4
StrToInt,0.0,0.00204,0.00204,2,0,1
void_VerifyAndWriteFinalOutput(Real_t_Domain,0.0,0.00063,0.00063,0.00462963,0,136
MPI_Comm_size(),0.0,0.000435,0.000435,1,0,0
