Name,%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive
.TAU_application,100.0,0.00351,1,534,1,1,1534982
int_main(int_char_**),100.0,229,1,534,1,188.002,1534978
MPI_Init(),36.0,552,552,1,0,552836
MPI_Finalize(),26.1,400,400,1,0,400891
MPI_Allreduce(),10.0,154,154,15,0,10270
void_CalcKinematicsForElems(Domain,5.4,49,82,16,221184,5177
void_CommSend(Domain,3.9,2,60,49,676.922,1232
MPI_Waitall(),3.4,51,51,49,0,1057
MPI_Wait(),2.6,39,39,578.922,0,68
Real_t_CalcElemVolume(const,2.4,36,36,235008,0,0
void_CommMonoQ(Domain,1.3,0.705,20,16,100,1257
void_CommSyncPosVel(Domain,1.1,1,16,16,174.375,1012
void_Domain::Domain(Int_t_Index_t_Index_t_Index_t_Index_t_Int_t_Int_t_Int_t_Int_t),0.6,5,8,1,13830,8781
void_CommSBN(Domain,0.4,0.654,6,17,353.547,360
MPI_Isend(),0.4,5,5,578.922,0,10
MPI_Barrier(),0.1,1,1,1,0,1548
MPI_Reduce(),0.1,0.896,0.896,1,0,896
void_CommRecv(Domain,0.0,0.136,0.585,49,627.922,12
MPI_Irecv(),0.0,0.434,0.434,578.922,0,1
void_Domain::SetupCommBuffers(Int_t),0.0,0.249,0.249,1,0,249
void_Domain::BuildMesh(Int_t_Int_t_Int_t),0.0,0.196,0.196,1,0,196
void_Domain::CreateRegionIndexSets(Int_t_Int_t),0.0,0.191,0.192,1,1,192
void_Domain::SetupElementConnectivities(Int_t),0.0,0.105,0.105,1,0,105
void_Domain::~Domain(),0.0,0.0594,0.0594,1,0,59
MPI_Comm_rank(),0.0,0.047,0.047,149,0,0
void_Domain::SetupBoundaryConditions(Int_t),0.0,0.0225,0.0225,1,0,22
void_InitMeshDecomp(Int_t_Int_t_Int_t,0.0,0.0116,0.0116,1,0,12
void_ParseCommandLineOptions(int_char_**_Int_t_cmdLineOpts,0.0,0.00147,0.00336,1,2,3
StrToInt,0.0,0.00189,0.00189,2,0,1
void_Domain::SetupSymmetryPlanes(Int_t),0.0,0.00167,0.00167,1,0,2
MPI_Comm_size(),0.0,0.000453,0.000453,1,0,0
void_VerifyAndWriteFinalOutput(Real_t_Domain,0.0,0.000174,0.000174,0.00195312,0,89
