Name,%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive
.TAU_application,100.0,0.00347,1,411,1,1,1411680
int_main(int_char_**),100.0,275,1,411,1,100.005,1411677
MPI_Finalize(),32.8,463,463,1,0,463555
MPI_Init(),28.8,406,406,1,0,406154
void_CalcKinematicsForElems(Domain,6.9,57,97,8,262144,12215
MPI_Allreduce(),4.9,69,69,7,0,9903
void_CommSend(Domain,4.6,2,65,25,323.519,2619
MPI_Waitall(),3.9,54,54,25,0,2193
Real_t_CalcElemVolume(const,3.3,46,46,294912,0,0
void_Domain::Domain(Int_t_Index_t_Index_t_Index_t_Index_t_Int_t_Int_t_Int_t_Int_t),1.5,13,21,1,32774,21298
MPI_Isend(),0.6,7,7,273.519,0,29
MPI_Wait(),0.5,7,7,273.519,0,26
void_CommSyncPosVel(Domain,0.5,1,6,8,79.8519,797
void_CommSBN(Domain,0.2,0.662,2,9,170.667,269
void_CommMonoQ(Domain,0.1,0.651,1,8,48,180
MPI_Reduce(),0.1,0.906,0.906,1,0,906
MPI_Barrier(),0.1,0.746,0.746,1,0,746
void_Domain::BuildMesh(Int_t_Int_t_Int_t),0.0,0.537,0.537,1,0,537
void_Domain::CreateRegionIndexSets(Int_t_Int_t),0.0,0.446,0.447,1,1,447
void_Domain::SetupCommBuffers(Int_t),0.0,0.403,0.403,1,0,403
void_CommRecv(Domain,0.0,0.0814,0.35,25,298.519,14
void_Domain::SetupElementConnectivities(Int_t),0.0,0.261,0.261,1,0,261
MPI_Irecv(),0.0,0.258,0.258,273.519,0,1
void_Domain::~Domain(),0.0,0.117,0.117,1,0,117
void_Domain::SetupBoundaryConditions(Int_t),0.0,0.0534,0.0534,1,0,53
MPI_Comm_rank(),0.0,0.0366,0.0366,77,0,0
void_InitMeshDecomp(Int_t_Int_t_Int_t,0.0,0.0103,0.0103,1,0,10
void_ParseCommandLineOptions(int_char_**_Int_t_cmdLineOpts,0.0,0.00175,0.00371,1,2,4
void_Domain::SetupSymmetryPlanes(Int_t),0.0,0.00275,0.00275,1,0,3
StrToInt,0.0,0.00196,0.00196,2,0,1
MPI_Comm_size(),0.0,0.000398,0.000398,1,0,0
void_VerifyAndWriteFinalOutput(Real_t_Domain,0.0,0.000361,0.000361,0.00462963,0,78
