Name,%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive
.TAU_application,100.0,0.00337,29,075,1,1,29075230
int_main(int_char_**),100.0,15,128,29,075,1,716.125,29075227
void_CalcKinematicsForElems(Domain,20.5,3,522,5,972,64,1.67772E+07,93319
MPI_Finalize(),19.5,5,674,5,674,1,0,5674208
Real_t_CalcElemVolume(const,8.6,2,488,2,488,1.70394E+07,0,0
MPI_Allreduce(),4.6,1,330,1,330,63,0,21111
MPI_Init(),1.3,365,365,1,0,365407
void_CommSend(Domain,1.2,54,341,193,1257,1767
MPI_Waitall(),1.0,282,282,193,0,1465
void_Domain::Domain(Int_t_Index_t_Index_t_Index_t_Index_t_Int_t_Int_t_Int_t_Int_t),0.4,78,126,1,262150,126254
void_CommSyncPosVel(Domain,0.3,71,87,64,288,1368
MPI_Wait(),0.1,37,37,871,0,43
void_CommSBN(Domain,0.1,14,36,65,520,569
void_CommMonoQ(Domain,0.0,10,10,64,256,160
void_Domain::BuildMesh(Int_t_Int_t_Int_t),0.0,3,3,1,0,3464
MPI_Isend(),0.0,3,3,871,0,4
void_Domain::CreateRegionIndexSets(Int_t_Int_t),0.0,3,3,1,1,3037
void_Domain::SetupElementConnectivities(Int_t),0.0,1,1,1,0,1644
void_CommRecv(Domain,0.0,0.466,1,193,1064,8
MPI_Irecv(),0.0,0.948,0.948,871,0,1
void_Domain::SetupCommBuffers(Int_t),0.0,0.754,0.754,1,0,754
void_Domain::SetupBoundaryConditions(Int_t),0.0,0.501,0.501,1,0,501
MPI_Comm_rank(),0.0,0.364,0.364,581,0,1
MPI_Reduce(),0.0,0.318,0.318,1,0,318
void_Domain::~Domain(),0.0,0.164,0.164,1,0,164
MPI_Barrier(),0.0,0.14,0.14,1,0,140
void_VerifyAndWriteFinalOutput(Real_t_Domain,0.0,0.0118,0.0118,0.125,0,94
void_InitMeshDecomp(Int_t_Int_t_Int_t,0.0,0.0104,0.0104,1,0,10
void_Domain::SetupSymmetryPlanes(Int_t),0.0,0.0103,0.0103,1,0,10
void_ParseCommandLineOptions(int_char_**_Int_t_cmdLineOpts,0.0,0.00162,0.0035,1,2,4
StrToInt,0.0,0.00187,0.00187,2,0,1
MPI_Comm_size(),0.0,0.00075,0.00075,1,0,1
