%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive,Name
100.0,0.00713,1,566,1,1,1566776,.TAU_application
100.0,0.238,1,566,1,58.1875,1566769,MG_MPI
59.3,928,928,1,0,928560,MPI_Finalize()
24.5,384,384,1,0,384523,MPI_Init()
8.6,0.106,134,5,180,26894,MG3P
7.0,59,109,42,42,2610,RESID
5.9,0.403,92,119,2057,774,COMM3
3.7,6,57,684,684,84,GIVE3
3.3,51,51,689,0,75,MPI_Send()
3.1,23,48,40,40,1208,PSINV
2.7,10,41,2,33491.5,20803,ZRAN3
1.4,10,22,35,35,639,RPRJ3
1.4,4,21,684,684,31,TAKE3
1.1,17,17,689,0,25,MPI_Wait()
0.9,13,13,6,0,2243,MPI_Barrier()
0.8,12,12,689,689,19,READY
0.7,9,10,35,35,305,INTERP
0.7,10,10,44,0,233,ZERO3
0.6,6,9,4,8,2437,NORM2U3
0.4,6,6,16384,0,0,VRANLC
0.3,4,4,88,0,46,MPI_Allreduce()
0.2,2,2,16614.5,0,0,RANDLC
0.1,2,2,7,0,296,MPI_Bcast()
0.1,1,1,1,0,1088,ALLOC_SPACE
0.1,0.0146,0.835,35,15,24,COMM3_EX
0.0,0.00375,0.75,5,5,150,TAKE3_EX
0.0,0.583,0.583,689,0,1,MPI_Irecv()
0.0,0.0927,0.0927,499.5,0,0,BUBBLE
0.0,0.0357,0.0357,0.0625,0,571,CHECK_TIMER_FLAG
0.0,0.0169,0.0334,6,100.5,6,POWER
0.0,0.0287,0.0293,1,2,29,GET_ACTIVE_NPROCS
0.0,0.0164,0.0164,2,0,8,TIMER_START
0.0,0.0127,0.0127,1,0,13,MPI_Reduce()
0.0,0.00931,0.00931,0.0625,0,149,PRINT_RESULTS
0.0,0.00781,0.00781,2,0,4,SETUP
0.0,0.00281,0.00681,5,5,1,GIVE3_EX
0.0,0.00313,0.00313,17,0,0,TIMER_CLEAR
0.0,0.00162,0.00162,2,0,1,TIMER_STOP
0.0,0.000313,0.000313,1,0,0,MPI_Comm_rank()
0.0,0.000313,0.000313,1,0,0,MPI_Comm_size()
0.0,0.000188,0.000188,1.0625,0,0,TIMER_READ
