Name,%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive
.TAU_application,100.0,0.0035,7:19.357,1,1,439357117
int_main(int_char_**),100.0,5:14.380,7:19.357,1,1420.12,439357113
void_CalcKinematicsForElems(Domain,22.1,57,792,1:37.008,128,2.68435E+08,757881
Real_t_CalcElemVolume(const,9.0,39,522,39,522,2.70533E+08,0,0
MPI_Allreduce(),3.2,14,066,14,066,127,0,110757
MPI_Finalize(),1.7,7,465,7,465,1,0,7465582
void_CommSend(Domain,0.9,432,4,136,385,2505,10744
MPI_Waitall(),0.8,3,693,3,693,385,0,9593
void_Domain::Domain(Int_t_Index_t_Index_t_Index_t_Index_t_Int_t_Int_t_Int_t_Int_t),0.2,466,846,1,2.09716E+06,846417
void_CommSyncPosVel(Domain,0.2,618,692,128,576,5413
MPI_Init(),0.1,375,375,1,0,375244
void_CommSBN(Domain,0.1,170,289,129,1032,2245
MPI_Wait(),0.0,193,193,1735,0,112
void_CommMonoQ(Domain,0.0,87,87,128,512,685
void_Domain::BuildMesh(Int_t_Int_t_Int_t),0.0,33,33,1,0,33423
void_Domain::CreateRegionIndexSets(Int_t_Int_t),0.0,19,19,1,1,19883
void_Domain::SetupElementConnectivities(Int_t),0.0,15,15,1,0,15037
MPI_Isend(),0.0,9,9,1735,0,6
void_CommRecv(Domain,0.0,1,4,385,2120,10
void_Domain::SetupBoundaryConditions(Int_t),0.0,3,3,1,0,3968
MPI_Irecv(),0.0,2,2,1735,0,1
void_VerifyAndWriteFinalOutput(Real_t_Domain,0.0,1,1,0.125,0,14517
void_Domain::SetupCommBuffers(Int_t),0.0,1,1,1,0,1686
MPI_Comm_rank(),0.0,0.887,0.887,1157,0,1
MPI_Barrier(),0.0,0.842,0.842,1,0,842
void_Domain::~Domain(),0.0,0.695,0.695,1,0,695
void_Domain::SetupSymmetryPlanes(Int_t),0.0,0.0514,0.0514,1,0,51
MPI_Reduce(),0.0,0.0355,0.0355,1,0,36
void_InitMeshDecomp(Int_t_Int_t_Int_t,0.0,0.009,0.009,1,0,9
void_ParseCommandLineOptions(int_char_**_Int_t_cmdLineOpts,0.0,0.00162,0.0035,1,2,4
StrToInt,0.0,0.00187,0.00187,2,0,1
MPI_Comm_size(),0.0,0.000125,0.000125,1,0,0
