Name,#Call
.TAU_application,1
MPBT,1
ADI,201
Z_SOLVE,201
Y_SOLVE,201
X_SOLVE,201
Z_SOLVE_CELL,2613
Y_SOLVE_CELL,2613
X_SOLVE_CELL,2613
MPI_Wait(),28944
COPY_FACES,202
COMPUTE_RHS,202
SETUP_MPI,1
MPI_Init(),1
MPI_Finalize(),1
X_BACKSUBSTITUTE,2613
Y_BACKSUBSTITUTE,2613
Z_BACKSUBSTITUTE,2613
MPI_Waitall(),202
X_UNPACK_SOLVE_INFO,2412
MPI_Isend(),15684
INITIALIZE,2
ADD,201
EXACT_SOLUTION,424336
Y_UNPACK_SOLVE_INFO,2412
EXACT_RHS,1
X_SEND_SOLVE_INFO,2412
Y_SEND_SOLVE_INFO,2412
Z_UNPACK_SOLVE_INFO,2412
Z_SEND_SOLVE_INFO,2412
MPI_Barrier(),2
VERIFY,1
MPI_Irecv(),15684
X_SEND_BACKSUB_INFO,2412
Y_SEND_BACKSUB_INFO,2412
Z_SEND_BACKSUB_INFO,2412
ERROR_NORM,1
Z_UNPACK_BACKSUB_INFO,2412
Y_UNPACK_BACKSUB_INFO,2412
X_UNPACK_BACKSUB_INFO,2412
LHSABINIT,7839
MPI_Allreduce(),2
RHS_NORM,1
X_RECEIVE_SOLVE_INFO,2412
Y_RECEIVE_SOLVE_INFO,2412
LHSINIT,1
Z_RECEIVE_SOLVE_INFO,2412
Z_RECEIVE_BACKSUB_INFO,2412
Y_RECEIVE_BACKSUB_INFO,2412
X_RECEIVE_BACKSUB_INFO,2412
MPI_Comm_dup(),2
MPI_Bcast(),6
ALLOC_SPACE,1
MPI_Reduce(),1
SET_CONSTANTS,1
MAKE_SET,1
COMPUTE_BUFFER_SIZE,1
MPI_Comm_size(),1
BTIO_CLEANUP,1
SETUP_BTIO,1
MPI_Comm_rank(),1
SET_CLASS,0.00591716
