%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive,Name
100.0,0.00619,2,265,1,1,2265590,.TAU_application
100.0,0.318,2,265,1,120.188,2265584,MG_MPI
37.2,842,842,1,0,842581,MPI_Finalize()
34.3,0.595,777,36,1296,21598,MG3P
24.9,320,564,290,290,1947,RESID
19.0,2,431,832,14364,519,COMM3
14.5,327,327,1,0,327415,MPI_Init()
11.3,140,256,288,288,890,PSINV
11.2,31,254,4776,4776,53,GIVE3
9.8,222,222,4812,0,46,MPI_Send()
6.0,69,137,252,252,544,RPRJ3
4.4,24,99,4776,4776,21,TAKE3
3.5,80,80,4812,0,17,MPI_Wait()
3.3,72,75,4812,4812,16,READY
3.2,67,72,252,252,289,INTERP
1.7,11,38,2,33491.5,19005,ZRAN3
0.8,17,17,292,0,61,ZERO3
0.4,9,9,6,0,1646,MPI_Barrier()
0.4,6,8,4,8,2243,NORM2U3
0.3,6,6,16384,0,0,VRANLC
0.3,0.0918,5,252,108,23,COMM3_EX
0.2,0.0175,5,36,36,144,TAKE3_EX
0.1,3,3,4812,0,1,MPI_Irecv()
0.1,3,3,88,0,37,MPI_Allreduce()
0.1,2,2,16614.5,0,0,RANDLC
0.1,1,1,1,0,1165,ALLOC_SPACE
0.0,0.981,0.981,7,0,140,MPI_Bcast()
0.0,0.0909,0.0909,499.5,0,0,BUBBLE
0.0,0.0188,0.0401,36,36,1,GIVE3_EX
0.0,0.0377,0.0377,0.0625,0,604,CHECK_TIMER_FLAG
0.0,0.0189,0.0348,6,100.5,6,POWER
0.0,0.0278,0.0286,1,2,29,GET_ACTIVE_NPROCS
0.0,0.019,0.019,2,0,10,TIMER_START
0.0,0.0116,0.0116,1,0,12,MPI_Reduce()
0.0,0.0109,0.0109,2,0,5,SETUP
0.0,0.00925,0.00925,0.0625,0,148,PRINT_RESULTS
0.0,0.00331,0.00331,17,0,0,TIMER_CLEAR
0.0,0.0015,0.0015,2,0,1,TIMER_STOP
0.0,0.0005,0.0005,1,0,0,MPI_Comm_size()
0.0,0.00025,0.00025,1,0,0,MPI_Comm_rank()
0.0,0.00025,0.00025,1.0625,0,0,TIMER_READ
