Name,#Call
.TAU_application,1
APPLU,1
SSOR,2
RHS,303
JACLD,1.94958E+07
JACU,1.94958E+07
BLTS,1.94958E+07
BUTS,1.94958E+07
EXCHANGE_1,1.22567E+06
MPI_Recv(),1.14907E+06
EXCHANGE_3,608
SETIV,2
MPI_Send(),1.15021E+06
MPI_Wait(),1142.11
EXACT,5.36219E+07
ERHS,1
ERROR,1
MPI_Allreduce(),10
INIT_COMM,1
MPI_Init(),1
L2NORM,4
MPI_Finalize(),1
MPI_Irecv(),1142.11
SETBV,2
ALLOC_SPACE,1
PINTGR,1
READ_INPUT,1
BCAST_INPUTS,1
MPI_Bcast(),10
MPI_Barrier(),2
EXCHANGE_4,1
EXCHANGE_6,0.125
EXCHANGE_5,0.125
PROC_GRID,1
SETCOEFF,1
VERIFY,0.00390625
NEIGHBORS,1
MPI_Comm_size(),1
SUBDOMAIN,1
MPI_Comm_rank(),1
ISQRT2,1
SET_CLASS,0.00390625
