Name,%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive
.TAU_application,100.0,0.00363,5,933,1,1,5933499
int_main(int_char_**),100.0,62,5,933,1,188.037,5933496
MPI_Finalize(),85.9,5,094,5,094,1,0,5094359
MPI_Init(),11.6,690,690,1,0,690452
void_CalcKinematicsForElems(Domain,0.5,16,28,16,65536,1759
void_CommSend(Domain,0.4,0.837,26,49,454.593,537
MPI_Waitall(),0.4,24,24,49,0,500
MPI_Allreduce(),0.4,23,23,15,0,1560
Real_t_CalcElemVolume(const,0.2,12,12,69632,0,0
MPI_Wait(),0.1,4,4,356.593,0,13
void_CommSBN(Domain,0.1,0.249,4,17,215.963,258
void_Domain::Domain(Int_t_Index_t_Index_t_Index_t_Index_t_Int_t_Int_t_Int_t_Int_t),0.0,1,2,1,4102,2605
MPI_Isend(),0.0,0.956,0.956,356.593,0,3
void_CommSyncPosVel(Domain,0.0,0.411,0.825,16,109.63,52
void_CommRecv(Domain,0.0,0.0937,0.31,49,405.593,6
void_CommMonoQ(Domain,0.0,0.223,0.24,16,80,15
MPI_Barrier(),0.0,0.217,0.217,1,0,217
MPI_Irecv(),0.0,0.206,0.206,356.593,0,1
MPI_Reduce(),0.0,0.195,0.195,1,0,195
void_Domain::SetupCommBuffers(Int_t),0.0,0.0913,0.0913,1,0,91
void_Domain::CreateRegionIndexSets(Int_t_Int_t),0.0,0.0517,0.0521,1,1,52
MPI_Comm_rank(),0.0,0.0397,0.0397,149,0,0
void_Domain::BuildMesh(Int_t_Int_t_Int_t),0.0,0.0347,0.0347,1,0,35
void_Domain::SetupElementConnectivities(Int_t),0.0,0.0267,0.0267,1,0,27
void_InitMeshDecomp(Int_t_Int_t_Int_t,0.0,0.011,0.011,1,0,11
void_Domain::SetupBoundaryConditions(Int_t),0.0,0.00678,0.00678,1,0,7
void_ParseCommandLineOptions(int_char_**_Int_t_cmdLineOpts,0.0,0.00174,0.00378,1,2,4
void_VerifyAndWriteFinalOutput(Real_t_Domain,0.0,0.0033,0.0033,0.037037,0,89
StrToInt,0.0,0.00204,0.00204,2,0,1
void_Domain::~Domain(),0.0,0.00174,0.00174,1,0,2
void_Domain::SetupSymmetryPlanes(Int_t),0.0,0.000963,0.000963,1,0,1
MPI_Comm_size(),0.0,0.000444,0.000444,1,0,0
