%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive,Name
100.0,0.008,11,001,1,1,11001880,.TAU_application
100.0,0.539,11,001,1,151.5,11001872,MG_MPI
95.9,10,550,10,550,1,0,10550352,MPI_Finalize()
3.0,331,331,1,0,331628,MPI_Init()
0.8,0.422,90,51,1326,1770,MG3P
0.5,35,53,308,308,175,RESID
0.4,1,43,871,15678,49,COMM3
0.3,19,33,306,306,110,PSINV
0.2,16,18,5226,5226,3,READY
0.1,6,16,255,255,64,RPRJ3
0.1,5,15,5226,5226,3,GIVE3
0.1,9,9,5226,0,2,MPI_Send()
0.1,5,7,5226,5226,1,TAKE3
0.1,6,6,255,255,27,INTERP
0.0,1,4,2,8787,2268,ZRAN3
0.0,2,2,259,0,11,ZERO3
0.0,2,2,5226,0,0,MPI_Wait()
0.0,1,1,5226,0,0,MPI_Irecv()
0.0,0.878,0.878,4096,0,0,VRANLC
0.0,0.59,0.625,4,8,156,NORM2U3
0.0,0.524,0.524,4225,0,0,RANDLC
0.0,0.402,0.402,6,0,67,MPI_Barrier()
0.0,0.39,0.39,7,0,56,MPI_Bcast()
0.0,0.231,0.231,0.5,0,462,CHECK_TIMER_FLAG
0.0,0.209,0.209,88,0,2,MPI_Allreduce()
0.0,0.13,0.13,0.5,0,259,PRINT_RESULTS
0.0,0.0555,0.0555,435,0,0,BUBBLE
0.0,0.0465,0.0465,255,0,0,COMM3_EX
0.0,0.0355,0.0355,1,0,36,ALLOC_SPACE
0.0,0.0255,0.0255,1,2,26,GET_ACTIVE_NPROCS
0.0,0.0085,0.0165,6,63,3,POWER
0.0,0.0105,0.0105,2,0,5,TIMER_START
0.0,0.0095,0.0095,1,0,10,MPI_Reduce()
0.0,0.005,0.005,2,0,2,SETUP
0.0,0.0015,0.0015,17,0,0,TIMER_CLEAR
0.0,0.0015,0.0015,2,0,1,TIMER_STOP
0.0,0.0005,0.0005,1.5,0,0,TIMER_READ
0.0,0,0,1,0,0,MPI_Comm_rank()
0.0,0,0,1,0,0,MPI_Comm_size()
