%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive,Name
100.0,0.00548,3,714,1,1,3714619,.TAU_application
100.0,0.898,3,714,1,1009,3714613,CG
46.0,29,1,708,1,150001,1708649,MAKEA
44.8,778,1,665,75000,7.08731E+06,22,SPRNVC
29.0,323,1,077,76,77064,14179,CONJ_GRAD
15.9,591,591,4.72488E+06,0,0,RANDLC
14.3,0.036,529,1,3.00391,529916,INITIALIZE_MPI
14.2,528,528,1,0,528955,MPI_Init()
13.4,498,498,25992,0,19,MPI_Wait()
10.7,396,396,1,0,396304,MPI_Finalize()
7.9,295,295,2.36244E+06,0,0,ICNVRT
6.5,241,241,25992,0,9,MPI_Send()
0.4,14,14,25992,0,1,MPI_Irecv()
0.3,10,10,75000,0,0,VECSET
0.1,3,3,1,0,3307,SPARSE
0.0,0.896,0.896,1,0,896,MPI_Bcast()
0.0,0.423,0.423,1,0,423,MPI_Barrier()
0.0,0.119,0.119,1,0,119,MPI_Reduce()
0.0,0.0763,0.0763,1,0,76,ALLOC_SPACE
0.0,0.0369,0.0369,1,0,37,TIMER_START
0.0,0.0267,0.0272,1,2,27,GET_ACTIVE_NPROCS
0.0,0.00216,0.00216,0.00390625,0,554,CHECK_TIMER_FLAG
0.0,0.0016,0.0016,9,0,0,TIMER_CLEAR
0.0,0.000805,0.000805,1,0,1,TIMER_STOP
0.0,0.000562,0.000562,0.00390625,0,144,PRINT_RESULTS
0.0,0.000379,0.000379,1,0,0,SETUP_SUBMATRIX_INFO
0.0,0.00032,0.00032,1,0,0,MPI_Comm_size()
0.0,0.000258,0.000258,1,0,0,SETUP_PROC_INFO
0.0,0.000215,0.000215,1,0,0,MPI_Comm_rank()
0.0,8.98E-05,8.98E-05,1,0,0,TIMER_READ
