Name,%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive
.TAU_application,100.0,0.00349,5,491,1,1,5491659
int_main(int_char_**),100.0,2,150,5,491,1,716.003,5491656
MPI_Allreduce(),18.7,1,027,1,027,63,0,16310
void_CalcKinematicsForElems(Domain,13.7,441,750,64,2.09715E+06,11733
MPI_Init(),9.8,538,538,1,0,538328
MPI_Finalize(),8.3,456,456,1,0,456685
void_CommSend(Domain,6.3,24,348,193,2557.86,1805
Real_t_CalcElemVolume(const,5.8,316,316,2.12992E+06,0,0
MPI_Waitall(),5.6,309,309,193,0,1602
MPI_Wait(),3.1,167,167,2171.86,0,77
void_CommSyncPosVel(Domain,2.1,14,112,64,671.907,1761
void_CommMonoQ(Domain,1.1,5,57,64,393.143,902
void_CommSBN(Domain,0.4,4,21,65,1299.81,332
void_Domain::Domain(Int_t_Index_t_Index_t_Index_t_Index_t_Int_t_Int_t_Int_t_Int_t),0.4,13,21,1,32774,21368
MPI_Isend(),0.3,14,14,2171.86,0,7
void_CommRecv(Domain,0.0,0.595,2,193,2364.86,13
MPI_Barrier(),0.0,1,1,1,0,1823
MPI_Irecv(),0.0,1,1,2171.86,0,1
MPI_Reduce(),0.0,1,1,1,0,1745
void_Domain::BuildMesh(Int_t_Int_t_Int_t),0.0,0.547,0.547,1,0,547
void_Domain::CreateRegionIndexSets(Int_t_Int_t),0.0,0.444,0.445,1,1,445
void_Domain::SetupCommBuffers(Int_t),0.0,0.416,0.416,1,0,416
MPI_Comm_rank(),0.0,0.282,0.282,581,0,0
void_Domain::SetupElementConnectivities(Int_t),0.0,0.257,0.257,1,0,257
void_Domain::~Domain(),0.0,0.116,0.116,1,0,116
void_Domain::SetupBoundaryConditions(Int_t),0.0,0.0563,0.0563,1,0,56
void_InitMeshDecomp(Int_t_Int_t_Int_t,0.0,0.0121,0.0121,1,0,12
void_ParseCommandLineOptions(int_char_**_Int_t_cmdLineOpts,0.0,0.0015,0.00333,1,2,3
void_Domain::SetupSymmetryPlanes(Int_t),0.0,0.00279,0.00279,1,0,3
StrToInt,0.0,0.00183,0.00183,2,0,1
MPI_Comm_size(),0.0,0.000478,0.000478,1,0,0
void_VerifyAndWriteFinalOutput(Real_t_Domain,0.0,0.000271,0.000271,0.00291545,0,93
