Name,%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive
.TAU_application,100.0,0.00337,18,098,1,1,18098389
int_main(int_char_**),100.0,7,601,18,098,1,364.125,18098385
MPI_Finalize(),33.9,6,142,6,142,1,0,6142225
void_CalcKinematicsForElems(Domain,16.5,1,756,2,981,32,8.38861E+06,93163
Real_t_CalcElemVolume(const,7.0,1,264,1,264,8.65075E+06,0,0
MPI_Allreduce(),3.5,636,636,31,0,20540
MPI_Init(),2.0,362,362,1,0,362852
void_CommSend(Domain,1.0,27,179,97,633,1851
MPI_Waitall(),0.8,150,150,97,0,1548
void_Domain::Domain(Int_t_Index_t_Index_t_Index_t_Index_t_Int_t_Int_t_Int_t_Int_t),0.7,79,128,1,262150,128686
void_CommSyncPosVel(Domain,0.2,36,44,32,144,1376
MPI_Wait(),0.1,14,14,439,0,32
void_CommSBN(Domain,0.1,7,14,33,264,425
void_CommMonoQ(Domain,0.0,6,6,32,128,205
void_Domain::BuildMesh(Int_t_Int_t_Int_t),0.0,3,3,1,0,3439
void_Domain::CreateRegionIndexSets(Int_t_Int_t),0.0,3,3,1,1,3005
MPI_Isend(),0.0,1,1,439,0,4
void_Domain::SetupElementConnectivities(Int_t),0.0,1,1,1,0,1773
void_CommRecv(Domain,0.0,0.221,0.788,97,536,8
void_Domain::SetupCommBuffers(Int_t),0.0,0.759,0.759,1,0,759
void_Domain::SetupBoundaryConditions(Int_t),0.0,0.522,0.522,1,0,522
MPI_Irecv(),0.0,0.514,0.514,439,0,1
MPI_Reduce(),0.0,0.402,0.402,1,0,402
MPI_Comm_rank(),0.0,0.173,0.173,293,0,1
void_Domain::~Domain(),0.0,0.127,0.127,1,0,127
MPI_Barrier(),0.0,0.107,0.107,1,0,107
void_VerifyAndWriteFinalOutput(Real_t_Domain,0.0,0.0126,0.0126,0.125,0,101
void_Domain::SetupSymmetryPlanes(Int_t),0.0,0.0112,0.0112,1,0,11
void_InitMeshDecomp(Int_t_Int_t_Int_t,0.0,0.0107,0.0107,1,0,11
void_ParseCommandLineOptions(int_char_**_Int_t_cmdLineOpts,0.0,0.00162,0.00337,1,2,3
StrToInt,0.0,0.00175,0.00175,2,0,1
MPI_Comm_size(),0.0,0.0005,0.0005,1,0,0
