Name,%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive
.TAU_application,100.0,0.0035,9,580,1,1,9580755
int_main(int_char_**),100.0,4,491,9,580,1,188.003,9580752
void_CalcKinematicsForElems(Domain,15.7,882,1,502,16,4.1943E+06,93886
MPI_Allreduce(),12.1,1,160,1,160,15,0,77362
void_CommSend(Domain,8.4,25,806,49,655.213,16466
MPI_Waitall(),7.7,742,742,49,0,15145
Real_t_CalcElemVolume(const,6.9,660,660,4.45645E+06,0,0
MPI_Init(),5.7,544,544,1,0,544119
MPI_Finalize(),4.8,459,459,1,0,459237
MPI_Wait(),4.1,396,396,557.213,0,712
void_CommSyncPosVel(Domain,2.5,34,237,16,167.977,14857
void_CommSBN(Domain,1.9,7,181,17,339.95,10694
void_Domain::Domain(Int_t_Index_t_Index_t_Index_t_Index_t_Int_t_Int_t_Int_t_Int_t),1.5,90,143,1,262150,143588
MPI_Isend(),0.4,39,39,557.213,0,71
void_CommMonoQ(Domain,0.3,6,24,16,98.2857,1537
MPI_Barrier(),0.2,16,16,1,0,16130
MPI_Reduce(),0.1,11,11,1,0,11341
void_Domain::BuildMesh(Int_t_Int_t_Int_t),0.0,4,4,1,0,4569
void_Domain::CreateRegionIndexSets(Int_t_Int_t),0.0,3,3,1,1,3287
void_Domain::SetupElementConnectivities(Int_t),0.0,2,2,1,0,2110
void_Domain::SetupCommBuffers(Int_t),0.0,1,1,1,0,1236
void_CommRecv(Domain,0.0,0.19,1,49,606.213,22
void_Domain::SetupBoundaryConditions(Int_t),0.0,1,1,1,0,1022
MPI_Irecv(),0.0,0.853,0.853,557.213,0,2
void_Domain::~Domain(),0.0,0.289,0.289,1,0,289
MPI_Comm_rank(),0.0,0.105,0.105,149,0,1
void_InitMeshDecomp(Int_t_Int_t_Int_t,0.0,0.0113,0.0113,1,0,11
void_Domain::SetupSymmetryPlanes(Int_t),0.0,0.00904,0.00904,1,0,9
void_ParseCommandLineOptions(int_char_**_Int_t_cmdLineOpts,0.0,0.00167,0.00355,1,2,4
StrToInt,0.0,0.00188,0.00188,2,0,1
MPI_Comm_size(),0.0,0.000478,0.000478,1,0,0
void_VerifyAndWriteFinalOutput(Real_t_Domain,0.0,0.00028,0.00028,0.00291545,0,96
