Name,#Call
.TAU_application,1
MPSP,1
ADI,501
COPY_FACES,502
Z_SOLVE,501
COMPUTE_RHS,502
X_SOLVE,501
Y_SOLVE,501
MPI_Waitall(),33568
LHSZ,6012
LHSY,6012
LHSX,6012
TXINVR,501
ADD,501
TZETAR,6012
INITIALIZE,2
EXACT_SOLUTION,7.6975E+06
NINVR,6012
PINVR,6012
MPI_Irecv(),36078
MPI_Isend(),36078
SETUP_MPI,1
MPI_Init(),1
MPI_Finalize(),1
EXACT_RHS,1
VERIFY,1
ERROR_NORM,1
MPI_Allreduce(),2
MPI_Barrier(),2
RHS_NORM,1
LHSINIT,1
ALLOC_SPACE,1
MPI_Comm_dup(),2
MPI_Bcast(),4
MPI_Reduce(),1
SET_CONSTANTS,1
MAKE_SET,1
COMPUTE_BUFFER_SIZE,1
MPI_Comm_size(),1
MPI_Comm_rank(),1
SET_CLASS,0.00694444
