%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive,Name
100.0,0.00683,1,530,1,1,1530326,.TAU_application
100.0,0.257,1,530,1,58.0469,1530319,MG_MPI
49.2,753,753,1,0,753245,MPI_Finalize()
21.4,327,327,1,0,327659,MPI_Init()
15.4,0.109,235,5,205,47060,MG3P
13.4,102,204,47,47,4358,RESID
11.1,0.387,169,134,2263.25,1264,COMM3
7.6,8,116,751.5,751.5,154,GIVE3
7.0,107,107,766.5,0,140,MPI_Send()
5.2,37,79,45,45,1756,PSINV
5.0,19,76,2,66417.1,38018,ZRAN3
2.6,6,40,751.5,751.5,54,TAKE3
2.5,18,37,40,40,945,RPRJ3
2.3,35,35,766.5,0,46,MPI_Wait()
1.6,24,24,6,0,4093,MPI_Barrier()
1.3,19,19,52.75,0,371,ZERO3
1.3,18,19,40,40,482,INTERP
1.2,11,17,4,8,4425,NORM2U3
0.8,12,12,766.5,766.5,16,READY
0.7,11,11,32768,0,0,VRANLC
0.5,7,7,88,0,88,MPI_Allreduce()
0.3,4,4,33141.4,0,0,RANDLC
0.1,0.0226,1,40,45,29,COMM3_EX
0.1,1,1,1,0,1068,ALLOC_SPACE
0.1,0.00653,0.907,15,15,60,TAKE3_EX
0.1,0.842,0.842,7,0,120,MPI_Bcast()
0.0,0.591,0.591,766.5,0,1,MPI_Irecv()
0.0,0.102,0.102,2,0,51,TIMER_START
0.0,0.089,0.089,529.125,0,0,BUBBLE
0.0,0.0187,0.0349,6,115.438,6,POWER
0.0,0.0269,0.0274,1,2,27,GET_ACTIVE_NPROCS
0.0,0.00697,0.0208,15,15,1,GIVE3_EX
0.0,0.0126,0.0126,1,0,13,MPI_Reduce()
0.0,0.0101,0.0101,2,0,5,SETUP
0.0,0.00677,0.00677,0.015625,0,433,CHECK_TIMER_FLAG
0.0,0.00291,0.00291,17,0,0,TIMER_CLEAR
0.0,0.00239,0.00239,0.015625,0,153,PRINT_RESULTS
0.0,0.00156,0.00156,2,0,1,TIMER_STOP
0.0,0.000344,0.000344,1,0,0,MPI_Comm_size()
0.0,0.000203,0.000203,1,0,0,MPI_Comm_rank()
0.0,6.25E-05,6.25E-05,1.01562,0,0,TIMER_READ
