Name,%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive
.TAU_application,100.0,0.00354,11,606,1,1,11606253
int_main(int_char_**),100.0,4,360,11,606,1,188.002,11606250
MPI_Allreduce(),24.9,2,887,2,887,15,0,192486
void_CalcKinematicsForElems(Domain,13.0,883,1,503,16,4.1943E+06,93970
void_CommSend(Domain,9.1,25,1,057,49,676.922,21579
MPI_Waitall(),8.5,984,984,49,0,20089
Real_t_CalcElemVolume(const,5.7,661,661,4.45645E+06,0,0
MPI_Init(),4.8,561,561,1,0,561192
MPI_Wait(),4.6,530,530,578.922,0,917
MPI_Finalize(),4.3,496,496,1,0,496282
void_CommSyncPosVel(Domain,2.7,34,314,16,174.375,19666
void_CommSBN(Domain,2.0,7,232,17,353.547,13672
void_Domain::Domain(Int_t_Index_t_Index_t_Index_t_Index_t_Int_t_Int_t_Int_t_Int_t),1.2,90,143,1,262150,143791
MPI_Isend(),0.4,47,47,578.922,0,82
void_CommMonoQ(Domain,0.3,5,32,16,100,2018
MPI_Reduce(),0.1,9,9,1,0,9198
MPI_Barrier(),0.1,6,6,1,0,6262
void_Domain::BuildMesh(Int_t_Int_t_Int_t),0.0,4,4,1,0,4512
void_Domain::CreateRegionIndexSets(Int_t_Int_t),0.0,3,3,1,1,3244
void_Domain::SetupElementConnectivities(Int_t),0.0,2,2,1,0,2070
void_Domain::SetupCommBuffers(Int_t),0.0,1,1,1,0,1225
void_CommRecv(Domain,0.0,0.195,1,49,627.922,23
void_Domain::SetupBoundaryConditions(Int_t),0.0,1,1,1,0,1009
MPI_Irecv(),0.0,0.886,0.886,578.922,0,2
void_Domain::~Domain(),0.0,0.29,0.29,1,0,290
MPI_Comm_rank(),0.0,0.107,0.107,149,0,1
void_InitMeshDecomp(Int_t_Int_t_Int_t,0.0,0.0121,0.0121,1,0,12
void_Domain::SetupSymmetryPlanes(Int_t),0.0,0.00853,0.00853,1,0,9
void_ParseCommandLineOptions(int_char_**_Int_t_cmdLineOpts,0.0,0.00151,0.00343,1,2,3
StrToInt,0.0,0.00192,0.00192,2,0,1
MPI_Comm_size(),0.0,0.000422,0.000422,1,0,0
void_VerifyAndWriteFinalOutput(Real_t_Domain,0.0,0.000213,0.000213,0.00195312,0,109
