Name,%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive
.TAU_application,100.0,0.00355,2:23.409,1,1,143409981
int_main(int_char_**),100.0,1:39.763,2:23.409,1,364.003,143409978
void_CalcKinematicsForElems(Domain,16.8,14,158,24,041,32,6.71089E+07,751305
MPI_Allreduce(),8.4,12,107,12,107,31,0,390571
Real_t_CalcElemVolume(const,7.1,10,190,10,190,6.9206E+07,0,0
void_CommSend(Domain,2.5,253,3,600,97,1289.43,37113
MPI_Waitall(),2.3,3,266,3,266,97,0,33672
MPI_Wait(),0.8,1,135,1,135,1095.43,0,1036
void_Domain::Domain(Int_t_Index_t_Index_t_Index_t_Index_t_Int_t_Int_t_Int_t_Int_t),0.7,532,937,1,2.09716E+06,937175
void_CommSyncPosVel(Domain,0.5,345,772,32,335.953,24154
void_CommSBN(Domain,0.5,84,735,33,659.904,22296
MPI_Finalize(),0.5,695,695,1,0,695120
MPI_Init(),0.4,531,531,1,0,531348
void_CommMonoQ(Domain,0.1,41,98,32,196.571,3077
MPI_Isend(),0.1,79,79,1095.43,0,73
MPI_Reduce(),0.0,69,69,1,0,69688
MPI_Barrier(),0.0,52,52,1,0,52542
void_Domain::BuildMesh(Int_t_Int_t_Int_t),0.0,45,45,1,0,45198
void_Domain::CreateRegionIndexSets(Int_t_Int_t),0.0,21,21,1,1,21788
void_Domain::SetupElementConnectivities(Int_t),0.0,18,18,1,0,18848
void_Domain::SetupBoundaryConditions(Int_t),0.0,7,7,1,0,7031
void_Domain::SetupCommBuffers(Int_t),0.0,4,4,1,0,4569
void_CommRecv(Domain,0.0,0.528,2,97,1192.43,30
MPI_Irecv(),0.0,2,2,1095.43,0,2
void_Domain::~Domain(),0.0,1,1,1,0,1210
MPI_Comm_rank(),0.0,0.313,0.313,293,0,1
void_Domain::SetupSymmetryPlanes(Int_t),0.0,0.0303,0.0303,1,0,30
void_InitMeshDecomp(Int_t_Int_t_Int_t,0.0,0.0118,0.0118,1,0,12
void_ParseCommandLineOptions(int_char_**_Int_t_cmdLineOpts,0.0,0.00166,0.00361,1,2,4
StrToInt,0.0,0.00195,0.00195,2,0,1
MPI_Comm_size(),0.0,0.000455,0.000455,1,0,0
void_VerifyAndWriteFinalOutput(Real_t_Domain,0.0,0.00035,0.00035,0.00291545,0,120
