Name,%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive
.TAU_application,100.0,0.00387,6,478,1,1,6478382
int_main(int_char_**),100.0,25,6,478,1,100.125,6478378
MPI_Finalize(),87.4,5,663,5,663,1,0,5663506
MPI_Init(),11.9,768,768,1,0,768897
void_CalcKinematicsForElems(Domain,0.2,6,11,8,32768,1448
Real_t_CalcElemVolume(const,0.1,5,5,36864,0,0
MPI_Allreduce(),0.1,5,5,7,0,725
void_Domain::Domain(Int_t_Index_t_Index_t_Index_t_Index_t_Int_t_Int_t_Int_t_Int_t),0.0,1,1,1,4102,1961
void_CommSend(Domain,0.0,0.238,1,25,165,44
MPI_Waitall(),0.0,0.615,0.615,25,0,25
MPI_Isend(),0.0,0.241,0.241,115,0,2
void_CommSyncPosVel(Domain,0.0,0.137,0.196,8,36,24
void_CommSBN(Domain,0.0,0.0825,0.134,9,72,15
void_CommRecv(Domain,0.0,0.0306,0.131,25,140,5
MPI_Reduce(),0.0,0.113,0.113,1,0,113
MPI_Wait(),0.0,0.11,0.11,115,0,1
MPI_Irecv(),0.0,0.0941,0.0941,115,0,1
void_CommMonoQ(Domain,0.0,0.0556,0.0609,8,32,8
void_Domain::SetupCommBuffers(Int_t),0.0,0.0558,0.0558,1,0,56
void_Domain::CreateRegionIndexSets(Int_t_Int_t),0.0,0.046,0.0464,1,1,46
MPI_Barrier(),0.0,0.046,0.046,1,0,46
void_Domain::BuildMesh(Int_t_Int_t_Int_t),0.0,0.0297,0.0297,1,0,30
void_Domain::SetupElementConnectivities(Int_t),0.0,0.0236,0.0236,1,0,24
MPI_Comm_rank(),0.0,0.0181,0.0181,77,0,0
void_InitMeshDecomp(Int_t_Int_t_Int_t,0.0,0.0104,0.0104,1,0,10
void_VerifyAndWriteFinalOutput(Real_t_Domain,0.0,0.00912,0.00912,0.125,0,73
void_Domain::SetupBoundaryConditions(Int_t),0.0,0.0045,0.0045,1,0,4
void_ParseCommandLineOptions(int_char_**_Int_t_cmdLineOpts,0.0,0.00125,0.0035,1,2,4
StrToInt,0.0,0.00225,0.00225,2,0,1
void_Domain::~Domain(),0.0,0.00175,0.00175,1,0,2
void_Domain::SetupSymmetryPlanes(Int_t),0.0,0.000875,0.000875,1,0,1
MPI_Comm_size(),0.0,0.000375,0.000375,1,0,0
