%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive,Name
100.0,0.00571,1,666,1,1,1666534,.TAU_application
100.0,0.519,1,666,1,1009,1666529,CG
32.4,0.0336,539,1,3.00391,539259,INITIALIZE_MPI
32.3,538,538,1,0,538339,MPI_Init()
26.4,80,439,76,77064,5784,CONJ_GRAD
24.0,400,400,1,0,400260,MPI_Finalize()
17.2,9,285,1,60001,285824,MAKEA
16.3,127,271,30000,1.08172E+06,9,SPRNVC
15.5,258,258,25992,0,10,MPI_Wait()
5.7,95,95,721149,0,0,RANDLC
5.6,92,92,25992,0,4,MPI_Send()
2.9,47,47,360574,0,0,ICNVRT
0.5,8,8,25992,0,0,MPI_Irecv()
0.3,4,4,30000,0,0,VECSET
0.1,0.856,0.856,1,0,856,MPI_Bcast()
0.0,0.607,0.607,1,0,607,SPARSE
0.0,0.365,0.365,1,0,365,MPI_Barrier()
0.0,0.122,0.122,1,0,122,MPI_Reduce()
0.0,0.0558,0.0558,1,0,56,ALLOC_SPACE
0.0,0.0322,0.0322,1,0,32,TIMER_START
0.0,0.0273,0.0279,1,2,28,GET_ACTIVE_NPROCS
0.0,0.0021,0.0021,0.00390625,0,538,CHECK_TIMER_FLAG
0.0,0.0016,0.0016,9,0,0,TIMER_CLEAR
0.0,0.000812,0.000812,1,0,1,TIMER_STOP
0.0,0.000414,0.000414,0.00390625,0,106,PRINT_RESULTS
0.0,0.000352,0.000352,1,0,0,SETUP_SUBMATRIX_INFO
0.0,0.000344,0.000344,1,0,0,MPI_Comm_size()
0.0,0.000258,0.000258,1,0,0,SETUP_PROC_INFO
0.0,0.000238,0.000238,1,0,0,MPI_Comm_rank()
0.0,0.000184,0.000184,1,0,0,TIMER_READ
