%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive,Name
100.0,0.00566,1,752,1,1,1752630,.TAU_application
100.0,0.503,1,752,1,1009,1752625,CG
29.7,85,521,76,77064,6858,CONJ_GRAD
29.7,0.0357,520,1,3.00391,520155,INITIALIZE_MPI
29.6,519,519,1,0,519019,MPI_Init()
22.7,397,397,1,0,397282,MPI_Finalize()
19.2,336,336,25992,0,13,MPI_Wait()
17.8,9,312,1,60001,312451,MAKEA
17.0,139,297,30000,1.18017E+06,10,SPRNVC
6.0,105,105,786783,0,0,RANDLC
5.1,90,90,25992,0,3,MPI_Send()
3.0,52,52,393391,0,0,ICNVRT
0.5,8,8,25992,0,0,MPI_Irecv()
0.3,4,4,30000,0,0,VECSET
0.1,1,1,1,0,1068,MPI_Bcast()
0.0,0.671,0.671,1,0,671,SPARSE
0.0,0.319,0.319,1,0,319,MPI_Barrier()
0.0,0.122,0.122,1,0,122,MPI_Reduce()
0.0,0.057,0.057,1,0,57,ALLOC_SPACE
0.0,0.0321,0.0321,1,0,32,TIMER_START
0.0,0.0291,0.0296,1,2,30,GET_ACTIVE_NPROCS
0.0,0.00207,0.00207,0.00390625,0,530,CHECK_TIMER_FLAG
0.0,0.00162,0.00162,9,0,0,TIMER_CLEAR
0.0,0.000824,0.000824,1,0,1,TIMER_STOP
0.0,0.000461,0.000461,0.00390625,0,118,PRINT_RESULTS
0.0,0.000418,0.000418,1,0,0,SETUP_SUBMATRIX_INFO
0.0,0.000355,0.000355,1,0,0,MPI_Comm_size()
0.0,0.000246,0.000246,1,0,0,SETUP_PROC_INFO
0.0,0.000172,0.000172,1,0,0,MPI_Comm_rank()
0.0,0.000105,0.000105,1,0,0,TIMER_READ
