Name,#Call
.TAU_application,1
APPLU,1
SSOR,2
RHS,303
JACLD,2.48078E+07
JACU,2.48078E+07
BLTS,2.48078E+07
BUTS,2.48078E+07
EXCHANGE_1,488824
SETIV,2
MPI_Recv(),305515
EXACT,1.09E+08
EXCHANGE_3,608
MPI_Send(),306277
MPI_Wait(),762.25
MPI_Finalize(),1
ERROR,1
ERHS,1
INIT_COMM,1
MPI_Init(),1
L2NORM,4
SETBV,2
MPI_Allreduce(),10
PINTGR,1
ALLOC_SPACE,1
MPI_Irecv(),762.25
READ_INPUT,1
BCAST_INPUTS,1
MPI_Bcast(),10
EXCHANGE_4,1
MPI_Barrier(),2
VERIFY,0.125
EXCHANGE_5,1
EXCHANGE_6,0.5
PROC_GRID,1
SETCOEFF,1
NEIGHBORS,1
ISQRT2,1
MPI_Comm_rank(),1
SUBDOMAIN,1
MPI_Comm_size(),1
SET_CLASS,0.125
