%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive,Name
100.0,0.00566,1,405,1,1,1405091,.TAU_application
100.0,0.379,1,405,1,1009,1405086,CG
37.7,0.038,529,1,3.00391,529864,INITIALIZE_MPI
37.6,528,528,1,0,528936,MPI_Init()
28.3,398,398,1,0,398085,MPI_Finalize()
19.8,53,277,76,77064,3656,CONJ_GRAD
14.1,5,197,1,28001,197921,MAKEA
13.5,88,190,14000,737607,14,SPRNVC
12.8,180,180,25992,0,7,MPI_Wait()
4.8,67,67,491739,0,0,RANDLC
2.6,37,37,25992,0,1,MPI_Send()
2.4,33,33,245869,0,0,ICNVRT
0.5,7,7,25992,0,0,MPI_Irecv()
0.2,2,2,14000,0,0,VECSET
0.1,0.859,0.859,1,0,859,MPI_Bcast()
0.0,0.377,0.377,1,0,377,SPARSE
0.0,0.304,0.304,1,0,304,MPI_Barrier()
0.0,0.108,0.108,1,0,108,MPI_Reduce()
0.0,0.0533,0.0533,1,0,53,ALLOC_SPACE
0.0,0.0298,0.0298,1,0,30,TIMER_START
0.0,0.0291,0.0296,1,2,30,GET_ACTIVE_NPROCS
0.0,0.00213,0.00213,0.00390625,0,545,CHECK_TIMER_FLAG
0.0,0.00163,0.00163,9,0,0,TIMER_CLEAR
0.0,0.000809,0.000809,1,0,1,TIMER_STOP
0.0,0.000605,0.000605,0.00390625,0,155,PRINT_RESULTS
0.0,0.000313,0.000313,1,0,0,MPI_Comm_size()
0.0,0.000313,0.000313,1,0,0,SETUP_SUBMATRIX_INFO
0.0,0.000289,0.000289,1,0,0,SETUP_PROC_INFO
0.0,0.000215,0.000215,1,0,0,MPI_Comm_rank()
0.0,0.000156,0.000156,1,0,0,TIMER_READ
