%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive,Name
100.0,0.00875,3:38.867,1,1,218867052,.TAU_application
100.0,22,3:38.867,1,425.25,218867044,CG
94.8,3:24.361,3:27.426,101,31512,2053723,CONJ_GRAD
2.7,5,833,5,833,1,0,5833474,MPI_Finalize()
2.4,306,5,220,1,300001,5220337,MAKEA
1.8,1,911,3,986,150000,1.65225E+07,27,SPRNVC
1.1,2,428,2,428,10605,0,229,MPI_Send()
0.6,1,385,1,385,1.1015E+07,0,0,RANDLC
0.4,905,905,1,0,905468,SPARSE
0.3,688,688,5.50751E+06,0,0,ICNVRT
0.3,624,624,10605,0,59,MPI_Wait()
0.2,0.0385,359,1,3.25,359726,INITIALIZE_MPI
0.2,358,358,1,0,358938,MPI_Init()
0.0,21,21,150000,0,0,VECSET
0.0,11,11,10605,0,1,MPI_Irecv()
0.0,4,4,1,0,4424,ALLOC_SPACE
0.0,0.568,0.568,1,0,568,MPI_Bcast()
0.0,0.151,0.151,0.25,0,603,CHECK_TIMER_FLAG
0.0,0.0515,0.0515,1,0,52,MPI_Barrier()
0.0,0.0445,0.0445,0.25,0,178,PRINT_RESULTS
0.0,0.0335,0.0335,1,0,34,MPI_Reduce()
0.0,0.0297,0.031,1,2,31,GET_ACTIVE_NPROCS
0.0,0.00675,0.00675,1,0,7,TIMER_START
0.0,0.002,0.002,9,0,0,TIMER_CLEAR
0.0,0.00075,0.00075,1,0,1,MPI_Comm_rank()
0.0,0.00075,0.00075,1,0,1,TIMER_STOP
0.0,0.0005,0.0005,1,0,0,MPI_Comm_size()
0.0,0.0005,0.0005,1,0,0,SETUP_SUBMATRIX_INFO
0.0,0.00025,0.00025,1,0,0,TIMER_READ
0.0,0,0,1,0,0,SETUP_PROC_INFO
