%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive,Name
100.0,0.00731,1,971,1,1,1971060,.TAU_application
100.0,1,1,971,1,553.062,1971052,CG
43.4,680,856,76,41496,11264,CONJ_GRAD
24.3,479,479,1,0,479456,MPI_Finalize()
16.1,0.0283,317,1,3.0625,317634,INITIALIZE_MPI
16.1,317,317,1,0,317011,MPI_Init()
16.0,16,315,1,60001,315605,MAKEA
14.5,133,285,30000,1.18017E+06,10,SPRNVC
5.2,101,101,786783,0,0,RANDLC
4.9,96,96,13984,0,7,MPI_Send()
3.7,73,73,13984,0,5,MPI_Wait()
2.6,50,50,393391,0,0,ICNVRT
0.5,9,9,1,0,9210,SPARSE
0.3,5,5,13984,0,0,MPI_Irecv()
0.2,4,4,30000,0,0,VECSET
0.0,0.606,0.606,1,0,606,ALLOC_SPACE
0.0,0.552,0.552,1,0,552,MPI_Bcast()
0.0,0.222,0.222,1,0,222,MPI_Barrier()
0.0,0.0549,0.0549,1,0,55,MPI_Reduce()
0.0,0.0223,0.0223,0.0625,0,357,CHECK_TIMER_FLAG
0.0,0.0192,0.0201,1,2,20,GET_ACTIVE_NPROCS
0.0,0.008,0.008,0.0625,0,128,PRINT_RESULTS
0.0,0.00313,0.00313,1,0,3,TIMER_START
0.0,0.00175,0.00175,9,0,0,TIMER_CLEAR
0.0,0.001,0.001,1,0,1,TIMER_STOP
0.0,0.000687,0.000687,1,0,1,MPI_Comm_size()
0.0,0.000438,0.000438,1,0,0,SETUP_SUBMATRIX_INFO
0.0,0.00025,0.00025,1,0,0,MPI_Comm_rank()
0.0,0.000188,0.000188,1,0,0,SETUP_PROC_INFO
0.0,0,0,1,0,0,TIMER_READ
