%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive,Name
100.0,0.00625,2,028,1,1,2028857,.TAU_application
100.0,1,2,028,1,658.062,2028850,CG
47.9,723,971,91,49686,10674,CONJ_GRAD
21.2,430,430,1,0,430475,MPI_Finalize()
16.2,0.0302,328,1,3.0625,328662,INITIALIZE_MPI
16.2,328,328,1,0,328060,MPI_Init()
14.6,15,295,1,60001,295935,MAKEA
13.2,126,267,30000,1.08172E+06,9,SPRNVC
6.2,124,124,16744,0,7,MPI_Send()
5.7,116,116,16744,0,7,MPI_Wait()
4.7,94,94,721149,0,0,RANDLC
2.3,46,46,360574,0,0,ICNVRT
0.4,7,7,1,0,7930,SPARSE
0.3,6,6,16744,0,0,MPI_Irecv()
0.2,4,4,30000,0,0,VECSET
0.0,0.609,0.609,1,0,609,ALLOC_SPACE
0.0,0.524,0.524,1,0,524,MPI_Bcast()
0.0,0.217,0.217,1,0,217,MPI_Barrier()
0.0,0.0545,0.0545,1,0,54,MPI_Reduce()
0.0,0.0247,0.0249,1,2,25,GET_ACTIVE_NPROCS
0.0,0.0233,0.0233,0.0625,0,373,CHECK_TIMER_FLAG
0.0,0.00875,0.00875,0.0625,0,140,PRINT_RESULTS
0.0,0.00313,0.00313,1,0,3,TIMER_START
0.0,0.0015,0.0015,9,0,0,TIMER_CLEAR
0.0,0.000937,0.000937,1,0,1,TIMER_STOP
0.0,0.0005,0.0005,1,0,0,SETUP_SUBMATRIX_INFO
0.0,0.000313,0.000313,1,0,0,SETUP_PROC_INFO
0.0,0.000188,0.000188,1,0,0,MPI_Comm_size()
0.0,6.25E-05,6.25E-05,1,0,0,TIMER_READ
0.0,0,0,1,0,0,MPI_Comm_rank()
