%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive,Name
100.0,0.007,3:23.911,1,1,203911715,.TAU_application
100.0,56,3:23.911,1,238.125,203911708,CG
86.6,2:26.358,2:56.671,31,16926,5699089,CONJ_GRAD
12.8,1,248,26,118,1,3E+06,26118651,MAKEA
10.9,11,152,22,216,1.5E+06,8.18008E+07,15,SPRNVC
8.9,18,238,18,238,5704,0,3198,MPI_Send()
5.8,11,850,11,850,5704,0,2078,MPI_Wait()
3.6,7,398,7,398,5.45339E+07,0,0,RANDLC
1.8,3,665,3,665,2.72669E+07,0,0,ICNVRT
1.2,2,426,2,426,1,0,2426606,SPARSE
0.4,749,749,1,0,749723,MPI_Finalize()
0.1,0.0435,305,1,3.125,305586,INITIALIZE_MPI
0.1,304,304,1,0,304817,MPI_Init()
0.1,227,227,1.5E+06,0,0,VECSET
0.1,226,226,5704,0,40,MPI_Irecv()
0.0,7,7,1,0,7690,ALLOC_SPACE
0.0,0.629,0.629,1,0,629,MPI_Bcast()
0.0,0.449,0.449,1,0,448,MPI_Barrier()
0.0,0.0922,0.0922,1,0,92,MPI_Reduce()
0.0,0.0684,0.0684,0.125,0,547,CHECK_TIMER_FLAG
0.0,0.0274,0.0281,1,2,28,GET_ACTIVE_NPROCS
0.0,0.0174,0.0174,0.125,0,139,PRINT_RESULTS
0.0,0.0145,0.0145,1,0,14,TIMER_START
0.0,0.00162,0.00162,9,0,0,TIMER_CLEAR
0.0,0.00112,0.00112,1,0,1,TIMER_STOP
0.0,0.00075,0.00075,1,0,1,SETUP_SUBMATRIX_INFO
0.0,0.000375,0.000375,1,0,0,MPI_Comm_rank()
0.0,0.000375,0.000375,1,0,0,MPI_Comm_size()
0.0,0.000375,0.000375,1,0,0,TIMER_READ
0.0,0.00025,0.00025,1,0,0,SETUP_PROC_INFO
