"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00381","18:57.034","1","1",".TAU_application"
"100.0","13:23.589","18:57.034","1","2828.01","int_main(int_char_**)"
"17.1","1:54.487","3:13.903","256","5.36871E+08","void_CalcKinematicsForElems(Domain"
"7.9","1:30.294","1:30.294","255","0","MPI_Allreduce()"
"7.0","1:19.724","1:19.724","5.38968E+08","0","Real_t_CalcElemVolume(const"
"2.8","1,689","32,167","769","9148.56","void_CommSend(Domain"
"2.7","30,276","30,276","769","0","MPI_Waitall()"
"1.0","10,912","10,912","7610.56","0","MPI_Wait()"
"0.6","2,483","7,111","256","2377.73","void_CommSyncPosVel(Domain"
"0.5","603","6,172","257","4517.03","void_CommSBN(Domain"
"0.1","1,296","1,296","1","0","MPI_Finalize()"
"0.1","320","1,037","256","1484.8","void_CommMonoQ(Domain"
"0.1","525","933","1","2.09716E+06","void_Domain::Domain(Int_t_Index_t_Index_t_Index_t_Index_t_Int_t_Int_t_Int_t_Int_t)"
"0.0","408","408","1","0","MPI_Init()"
"0.0","200","200","7610.56","0","MPI_Isend()"
"0.0","77","77","1","0","MPI_Reduce()"
"0.0","47","47","1","0","void_Domain::BuildMesh(Int_t_Int_t_Int_t)"
"0.0","22","22","1","1","void_Domain::CreateRegionIndexSets(Int_t_Int_t)"
"0.0","3","21","769","8379.56","void_CommRecv(Domain"
"0.0","20","20","1","0","MPI_Barrier()"
"0.0","18","18","1","0","void_Domain::SetupElementConnectivities(Int_t)"
"0.0","16","16","7610.56","0","MPI_Irecv()"
"0.0","6","6","1","0","void_Domain::SetupBoundaryConditions(Int_t)"
"0.0","4","4","1","0","void_Domain::SetupCommBuffers(Int_t)"
"0.0","2","2","2309","0","MPI_Comm_rank()"
"0.0","1","1","1","0","void_Domain::~Domain()"
"0.0","0.0368","0.0368","1","0","void_Domain::SetupSymmetryPlanes(Int_t)"
"0.0","0.0121","0.0121","1","0","void_InitMeshDecomp(Int_t_Int_t_Int_t"
"0.0","0.00184","0.00388","1","2","void_ParseCommandLineOptions(int_char_**_Int_t_cmdLineOpts"
"0.0","0.00204","0.00204","2","0","StrToInt"
"0.0","0.00102","0.00102","0.008","0","void_VerifyAndWriteFinalOutput(Real_t_Domain"
"0.0","0.000464","0.000464","1","0","MPI_Comm_size()"
