%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive,Name
100.0,0.00664,1,232,1,1,1232188,.TAU_application
100.0,0.284,1,232,1,331.016,1232181,CG
43.8,540,540,1,0,540109,MPI_Finalize()
26.6,0.0367,328,1,3.01562,328123,INITIALIZE_MPI
26.6,327,327,1,0,327407,MPI_Init()
16.8,39,206,31,24180,6670,CONJ_GRAD
12.7,5,156,1,28001,156350,MAKEA
12.0,69,147,14000,541041,11,SPRNVC
10.9,134,134,8153,0,17,MPI_Wait()
4.2,51,51,360695,0,0,RANDLC
2.5,30,30,8153,0,4,MPI_Send()
2.1,25,25,180347,0,0,ICNVRT
0.2,2,2,8153,0,0,MPI_Irecv()
0.2,2,2,14000,0,0,VECSET
0.1,0.797,0.797,1,0,797,SPARSE
0.1,0.648,0.648,1,0,648,MPI_Bcast()
0.0,0.235,0.235,1,0,235,MPI_Barrier()
0.0,0.0531,0.0531,1,0,53,ALLOC_SPACE
0.0,0.0461,0.0461,1,0,46,MPI_Reduce()
0.0,0.024,0.0246,1,2,25,GET_ACTIVE_NPROCS
0.0,0.00811,0.00811,1,0,8,TIMER_START
0.0,0.00661,0.00661,0.015625,0,423,CHECK_TIMER_FLAG
0.0,0.002,0.002,0.015625,0,128,PRINT_RESULTS
0.0,0.00155,0.00155,9,0,0,TIMER_CLEAR
0.0,0.000625,0.000625,1,0,1,TIMER_STOP
0.0,0.000438,0.000438,1,0,0,MPI_Comm_size()
0.0,0.000391,0.000391,1,0,0,SETUP_SUBMATRIX_INFO
0.0,0.000344,0.000344,1,0,0,SETUP_PROC_INFO
0.0,0.000172,0.000172,1,0,0,MPI_Comm_rank()
0.0,0.000156,0.000156,1,0,0,TIMER_READ
