Name,#Call
.TAU_application,1
MPSP,1
ADI,401
COPY_FACES,402
Z_SOLVE,401
X_SOLVE,401
COMPUTE_RHS,402
Y_SOLVE,401
MPI_Waitall(),17244
MPI_Finalize(),1
SETUP_MPI,1
MPI_Init(),1
LHSZ,3208
LHSX,3208
LHSY,3208
ADD,401
MPI_Isend(),19254
TZETAR,3208
TXINVR,401
INITIALIZE,2
EXACT_SOLUTION,278446
EXACT_RHS,1
MPI_Irecv(),19254
MPI_Barrier(),2
PINVR,3208
NINVR,3208
VERIFY,1
ERROR_NORM,1
MPI_Comm_dup(),2
MPI_Allreduce(),2
LHSINIT,1
MPI_Bcast(),4
ALLOC_SPACE,1
RHS_NORM,1
MPI_Reduce(),1
SET_CONSTANTS,1
MAKE_SET,1
COMPUTE_BUFFER_SIZE,1
MPI_Comm_size(),1
MPI_Comm_rank(),1
SET_CLASS,0.015625
