Name,%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive
.TAU_application,100.0,0.00426,33,713,1,1,33713708
int_main(int_char_**),100.0,9,992,33,713,1,364.008,33713704
void_CommSend(Domain,20.9,49,7,051,97,1159.82,72692
MPI_Allreduce(),20.7,6,964,6,964,31,0,224659
MPI_Waitall(),20.3,6,841,6,841,97,0,70531
void_CalcKinematicsForElems(Domain,13.8,2,806,4,648,32,8.38861E+06,145271
MPI_Wait(),8.6,2,891,2,891,965.824,0,2994
void_CommSBN(Domain,5.7,14,1,925,33,580.008,58334
Real_t_CalcElemVolume(const,5.7,1,905,1,905,8.65075E+06,0,0
MPI_Finalize(),3.6,1,213,1,213,1,0,1213377
void_CommSyncPosVel(Domain,2.2,63,731,32,297.216,22847
MPI_Init(),1.7,582,582,1,0,582848
void_CommMonoQ(Domain,1.0,11,325,32,185.6,10159
void_Domain::Domain(Int_t_Index_t_Index_t_Index_t_Index_t_Int_t_Int_t_Int_t_Int_t),0.6,123,200,1,262150,200984
MPI_Isend(),0.5,160,160,965.824,0,166
MPI_Barrier(),0.2,51,51,1,0,51899
MPI_Reduce(),0.1,23,23,1,0,23107
void_Domain::CreateRegionIndexSets(Int_t_Int_t),0.0,4,4,1,1,4677
void_Domain::BuildMesh(Int_t_Int_t_Int_t),0.0,4,4,1,0,4227
void_CommRecv(Domain,0.0,0.532,3,97,1062.82,34
MPI_Irecv(),0.0,2,2,965.824,0,3
void_Domain::SetupElementConnectivities(Int_t),0.0,2,2,1,0,2142
void_Domain::SetupCommBuffers(Int_t),0.0,1,1,1,0,1633
void_Domain::SetupBoundaryConditions(Int_t),0.0,1,1,1,0,1031
void_Domain::~Domain(),0.0,0.416,0.416,1,0,416
MPI_Comm_rank(),0.0,0.227,0.227,293,0,1
void_InitMeshDecomp(Int_t_Int_t_Int_t,0.0,0.0124,0.0124,1,0,12
void_Domain::SetupSymmetryPlanes(Int_t),0.0,0.00981,0.00981,1,0,10
void_ParseCommandLineOptions(int_char_**_Int_t_cmdLineOpts,0.0,0.00185,0.00421,1,2,4
StrToInt,0.0,0.00236,0.00236,2,0,1
void_VerifyAndWriteFinalOutput(Real_t_Domain,0.0,0.000784,0.000784,0.008,0,98
MPI_Comm_size(),0.0,0.000472,0.000472,1,0,0
