Name,#Call
.TAU_application,1
APPLU,1
SSOR,2
EXCHANGE_1,100400
MPI_Recv(),94125
MPI_Finalize(),1
INIT_COMM,1
MPI_Init(),1
RHS,253
JACLD,156875
JACU,156875
BLTS,156875
BUTS,156875
EXCHANGE_3,508
MPI_Send(),95079.6
MPI_Wait(),954.609
SETIV,2
EXACT,51268.9
MPI_Allreduce(),10
ERHS,1
L2NORM,4
MPI_Irecv(),954.609
ERROR,1
READ_INPUT,1
BCAST_INPUTS,1
MPI_Bcast(),10
SETBV,2
PINTGR,1
MPI_Barrier(),2
ALLOC_SPACE,1
EXCHANGE_4,1
EXCHANGE_6,0.125
EXCHANGE_5,0.125
PROC_GRID,1
VERIFY,0.00390625
SETCOEFF,1
MPI_Comm_size(),1
MPI_Comm_rank(),1
NEIGHBORS,1
SUBDOMAIN,1
ISQRT2,1
SET_CLASS,0.00390625
