Name,%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive
.TAU_application,100.0,0.0035,8,315,1,1,8315253
int_main(int_char_**),100.0,1,552,8,315,1,188.125,8315250
MPI_Finalize(),66.4,5,519,5,519,1,0,5519411
void_CalcKinematicsForElems(Domain,7.6,373,632,16,1.76947E+06,39521
MPI_Init(),4.5,377,377,1,0,377763
Real_t_CalcElemVolume(const,3.3,275,275,1.88006E+06,0,0
MPI_Allreduce(),1.2,102,102,15,0,6832
void_Domain::Domain(Int_t_Index_t_Index_t_Index_t_Index_t_Int_t_Int_t_Int_t_Int_t),0.6,32,52,1,110598,52599
void_CommSend(Domain,0.6,7,52,49,321,1072
MPI_Waitall(),0.5,43,43,49,0,891
MPI_Wait(),0.2,15,15,223,0,70
void_CommSBN(Domain,0.2,1,14,17,136,829
void_CommSyncPosVel(Domain,0.1,6,8,16,72,562
void_CommMonoQ(Domain,0.0,1,1,16,64,120
void_Domain::BuildMesh(Int_t_Int_t_Int_t),0.0,1,1,1,0,1782
void_Domain::CreateRegionIndexSets(Int_t_Int_t),0.0,1,1,1,1,1187
MPI_Isend(),0.0,0.901,0.901,223,0,4
void_Domain::SetupElementConnectivities(Int_t),0.0,0.87,0.87,1,0,870
void_Domain::SetupCommBuffers(Int_t),0.0,0.411,0.411,1,0,411
void_CommRecv(Domain,0.0,0.109,0.406,49,272,8
MPI_Irecv(),0.0,0.274,0.274,223,0,1
void_Domain::SetupBoundaryConditions(Int_t),0.0,0.167,0.167,1,0,167
MPI_Comm_rank(),0.0,0.0835,0.0835,149,0,1
MPI_Barrier(),0.0,0.0655,0.0655,1,0,66
MPI_Reduce(),0.0,0.0219,0.0219,1,0,22
void_InitMeshDecomp(Int_t_Int_t_Int_t,0.0,0.0132,0.0132,1,0,13
void_VerifyAndWriteFinalOutput(Real_t_Domain,0.0,0.0106,0.0106,0.125,0,85
void_Domain::SetupSymmetryPlanes(Int_t),0.0,0.00613,0.00613,1,0,6
void_ParseCommandLineOptions(int_char_**_Int_t_cmdLineOpts,0.0,0.00162,0.0035,1,2,4
void_Domain::~Domain(),0.0,0.00275,0.00275,1,0,3
StrToInt,0.0,0.00187,0.00187,2,0,1
MPI_Comm_size(),0.0,0.001,0.001,1,0,1
